Accession,suppdata_id,pi0,Type
GSE72820,GSE72820_MDA27N-27P_RPKM.xlsx.gz,0.999728,conservative
GSE72820,GSE72820_MDA2N-2P_RPKM.xlsx.gz,0.999903,conservative
GSE72820,GSE72820_MDA31N-31P_RPKM.xlsx.gz,0.999986,conservative
GSE72820,GSE72820_MDA33N-33P_RPKM.xlsx.gz,0.999984,conservative
GSE72820,GSE72820_MDA34N-34P_RPKM.xlsx.gz,0.999994,conservative
GSE72820,GSE72820_MDA3N-3P_RPKM.xlsx.gz,0.999979,conservative
GSE72830,GSE72830_gene_exp.diff.gz,0.965666,bimodal
GSE72830,GSE72830_tss_group_exp.diff.gz,0.987599,conservative
GSE72917,GSE72917_DP1_WTvKO.txt.gz,0.961652,conservative
GSE72917,GSE72917_DP2_WTvKO.txt.gz,0.985798,conservative
GSE72917,GSE72917_KO_DP1vDP2.txt.gz,0.996486,conservative
GSE72917,GSE72917_WT_DP1vDP2.txt.gz,0.958959,conservative
GSE72994,GSE72994_cds_exp.diff.gz,0.998570,conservative
GSE72994,GSE72994_gene_exp.diff.gz,0.997416,conservative
GSE72994,GSE72994_isoform_exp.diff.gz,0.999143,conservative
GSE72994,GSE72994_promoters.diff.gz,0.999999,conservative
GSE72994,GSE72994_tss_group_exp.diff.gz,0.998231,conservative
GSE73077,GSE73077_fpkm_gene_exp.diff.gz,0.999952,conservative
GSE73082,GSE73082_F_Sp5_PlusversusMinusDOX_ProcessedFiles.txt.gz,0.959310,bimodal
GSE73083,GSE73083_3F_Lef1_PlusversusMinusDOX_ProcessedFiles.txt.gz,0.981322,bimodal
GSE73192,GSE73192_cds_chromosome_exp.diff.gz,0.992238,conservative
GSE73289,GSE73289_gene_exp.diff.gz,0.999572,conservative
GSE73678,GSE73678_Differential_gene_expression.xlsx.gz,0.973837,conservative
GSE73940,GSE73940_cuffdiff.gene_exp.diff.gz,0.993183,conservative
GSE73940,GSE73940_cuffdiff.isoform_exp.diff.gz,0.995764,conservative
GSE73972,GSE73972_atxvsWT_gene_exp_diff.txt.gz,0.957336,bimodal
GSE74103,GSE74103_Tobacco_FS_v_WT_DESeq_refGene.all.annotated.txt.gz,0.618120,anti-conservative
GSE74103,GSE74103_Tobacco_G1_v_WT_DESeq_refGene.all.annotated.txt.gz,0.424273,anti-conservative
GSE74103,GSE74103_Tobacco_GS_v_WT_DESeq_refGene.all.annotated.txt.gz,0.292782,anti-conservative
GSE74131,GSE74131_gene_exp.diff.gz,0.994971,conservative
GSE74148,GSE74148_RNA-seq0415.xlsx,0.999883,conservative
GSE74148,GSE74148_RNA-seq0415.xlsx,1.000000,conservative
GSE74148,GSE74148_RNA-seq0415.xlsx,0.945356,spiky
GSE74148,GSE74148_RNA-seq0415.xlsx,0.879007,anti-conservative
GSE74148,GSE74148_RNA-seq0415.xlsx,0.992342,conservative
GSE74148,GSE74148_RNA-seq0415.xlsx,0.999679,conservative
GSE74196,GSE74196_SnapC_gene_exp.diff.gz,0.999742,conservative
GSE74220,GSE74220_Expression_of_Protein_Coding_Genes_in_Control_and_IL1b_treated_human_chondrocytes.txt.gz,0.996759,conservative
GSE74381,GSE74381_gene_exp_control2vsZeb2cKO2diff.xlsx,0.780798,bimodal
GSE74868,GSE74868_ETS2_T72D_OE_Epi_RNAseq.txt.gz,0.942426,conservative
GSE74886,GSE74886_processedFPKMS.xlsx,0.811812,bimodal
GSE74893,GSE74893_ctrl_and_Tsc1ckO_gene_exp.txt.gz,0.999951,conservative
GSE74920,GSE74920_SupplementalTable1.xlsx.gz,0.496648,anti-conservative
GSE74920,GSE74920_SupplementalTable3.xlsx.gz,0.684508,anti-conservative
GSE74929,GSE74929_ANOVA_gene_rpkm.txt.gz,0.999999,other
GSE74929,GSE74929_ANOVA_gene_rpkm.txt.gz,0.999999,other
GSE74929,GSE74929_Diff_Exp.txt.gz,0.223918,anti-conservative
GSE74993,GSE74993_SupplementalTables.xlsx-sheet-Table S1,0.496648,anti-conservative
GSE75247,GSE75247_processed_data.txt.gz,0.637721,anti-conservative
GSE75247,GSE75247_processed_data.txt.gz,0.703187,anti-conservative
GSE75640,GSE75640_HR1_vs_control_1_gene_exp.diff.gz,0.834195,bimodal
GSE75640,GSE75640_HR2_vs_control_2_gene_exp.diff.gz,0.965605,bimodal
GSE75731,GSE75731_ckvsd119a_gene_exp_diff.txt.gz,0.494874,anti-conservative
GSE75731,GSE75731_ckvsdrug_gene_exp_diff.txt.gz,0.641526,anti-conservative
GSE75731,GSE75731_ckvsv149a_gene_exp_diff.txt.gz,0.725345,anti-conservative
GSE75787,GSE75787_gene_exp.diff.txt.gz,0.999720,conservative
GSE75833,GSE75833_DESeq-processed_FB.control_vs_BR.txt.gz,0.596478,spiky
GSE75878,GSE75878_cds.diff.gz,0.588115,conservative
GSE75878,GSE75878_cds_exp.diff.gz,0.998808,conservative
GSE75878,GSE75878_gene_exp.diff.gz,0.999651,conservative
GSE75878,GSE75878_isoform_exp.diff.gz,0.999718,conservative
GSE75878,GSE75878_promoters.diff.gz,0.437359,conservative
GSE75878,GSE75878_splicing.diff.gz,0.381359,bimodal
GSE75878,GSE75878_tss_group_exp.diff.gz,0.999733,conservative
GSE75993,GSE75993_processed_data.xls.gz-sheet-1_WT_vs_KO_DESeq_All,0.936605,anti-conservative
GSE76125,GSE76125_SenesUntreated_vs_SenesTreated_gene_exp.diff.gz,0.972662,conservative
GSE76151,GSE76151_A1_isoform_exp.diff.gz,0.998976,conservative
GSE76151,GSE76151_A2B1_isoform_exp.diff.gz,0.999752,conservative
GSE76151,GSE76151_A2B1A1_isoform_exp.diff.gz,0.986816,conservative
GSE76190,GSE76190_OtA8535_vs_OtA8538_gene_exp.diff.gz,0.999991,conservative
GSE76190,GSE76190_OtA8536_vs_OtA8539_gene_exp.diff.gz,0.999992,conservative
GSE76190,GSE76190_OtA8537_vs_OtA8540_gene_exp.diff.gz,0.999972,conservative
GSE76190,GSE76190_OtA8538_vs_OtA8541_gene_exp.diff.gz,0.999977,conservative
GSE76190,GSE76190_OtA8539_vs_OtA8542_gene_exp.diff.gz,0.999988,conservative
GSE76190,GSE76190_OtA8540_vs_OtA8543_gene_exp.diff.gz,0.999989,conservative
GSE76232,GSE76232_isoforms.diff_exp_ann_result.xls.gz,0.999131,conservative
GSE76287,GSE76287_rosettes_col0vdko_tair.txt.gz,0.963332,conservative
GSE76287,GSE76287_seedling_col0vdko_tair.txt.gz,0.957175,bimodal
GSE76304,GSE76304_gene_exp.diff.gz,0.807593,conservative
GSE76396,GSE76396_isoform_exp.diff.gz,0.998971,conservative
GSE76453,GSE76453_cuffdiff_E2.diff.gz,0.992104,conservative
GSE76453,GSE76453_cuffdiff_siCtl.diff.gz,0.999990,conservative
GSE76453,GSE76453_cuffdiff_siZNF143.diff.gz,0.999996,conservative
GSE76453,GSE76453_cuffdiff_veh.diff.gz,0.999553,conservative
GSE76533,GSE76533_leaf.gene_exp.diff.gz,0.999984,conservative
GSE76533,GSE76533_seedling.gene_exp.diff.gz,1.000000,conservative
GSE76627,GSE76627_CNBP-cuffdif.xlsx.gz,0.999589,conservative
GSE76682,GSE76682_EB_AM580gene_exp.diff.gz,0.999762,conservative
GSE76683,GSE76683_shHOXA7gene_exp.diff.gz,0.999988,conservative
GSE76771,GSE76771_ALL_gene_expression.txt.gz,0.976054,conservative
GSE76868,GSE76868_Table_S1_RNA-seq.xlsx,0.945605,bimodal
GSE76992,GSE76992_GFP_vs_p16.txt.gz,0.988028,bimodal
GSE77025,GSE77025_gene_exp.diff.gz,0.346999,anti-conservative
GSE77032,GSE77032_aza_vs_PBS.gene_exp.tsv.gz,0.999407,conservative
GSE77032,GSE77032_aza_vs_vc.gene_exp.tsv.gz,0.999298,conservative
GSE77032,GSE77032_combo_vs_aza.gene_exp.tsv.gz,0.999994,conservative
GSE77032,GSE77032_combo_vs_PBS.gene_exp.tsv.gz,0.995248,conservative
GSE77032,GSE77032_combo_vs_vc.gene_exp.tsv.gz,0.995410,conservative
GSE77032,GSE77032_vc_vs_PBS.gene_exp.tsv.gz,1.000000,conservative
GSE77034,GSE77034_aza_vs_PBS.gene_exp.tsv.gz,0.994767,conservative
GSE77034,GSE77034_aza_vs_vc.gene_exp.tsv.gz,0.995138,conservative
GSE77034,GSE77034_combo_vs_aza.gene_exp.tsv.gz,0.999989,conservative
GSE77034,GSE77034_combo_vs_PBS.gene_exp.tsv.gz,0.992887,conservative
GSE77034,GSE77034_combo_vs_vc.gene_exp.tsv.gz,0.993406,conservative
GSE77034,GSE77034_vc_vs_PBS.gene_exp.tsv.gz,0.999998,conservative
GSE77037,GSE77037_gene_exp.diff.gz,0.905948,bimodal
GSE77077,GSE77077_HT_data_36hpf.xls.gz,0.434852,anti-conservative
GSE77113,GSE77113_GC_WT_vs_Hdac3KO.diff.gz,0.999720,conservative
GSE77113,GSE77113_Hdac3KO_non-GC_vs_GC.diff.gz,0.957109,conservative
GSE77113,GSE77113_non-GC_WT_vs_Hdac3KO.diff.gz,0.998045,conservative
GSE77113,GSE77113_WT_non-GC_vs_GC.diff.gz,0.902107,conservative
GSE77218,GSE77218_A3_A2.xlsx-sheet-express,0.588551,conservative
GSE77218,GSE77218_A4_A2.xlsx-sheet-express,0.601998,conservative
GSE77218,GSE77218_A4_A3.xlsx-sheet-express,0.687107,conservative
GSE77229,GSE77229_gene_exp.diff.gz,0.999837,conservative
GSE77256,GSE77256_Cuffdiff_all_HFSCs.txt.gz,0.906459,bimodal
GSE77256,GSE77256_Cuffdiff_Anagen_HFSCs.txt.gz,0.980255,bimodal
GSE77256,GSE77256_Cuffdiff_Telogen_HFSCs.txt.gz,0.993923,conservative
GSE77303,GSE77303_gene_exp.diff.gz,0.958712,conservative
GSE77304,GSE77304_gene_exp.diff.gz,0.999924,conservative
GSE77351,GSE77351_Farshchian.txt.gz,0.852413,anti-conservative
GSE77398,GSE77398_mal_all6_cuffdiff_genes.xls.gz,0.760840,anti-conservative
GSE77398,GSE77398_ribo_cuffdiff_genes.xls.gz,0.960515,bimodal
GSE77422,GSE77422_H358_Control-GNF5.xlsx-sheet-Sheet1,0.999523,conservative
GSE77422,GSE77422_PC9_Control-GNF5.xlsx,0.999703,conservative
GSE77422,GSE77422_PC9_SCR-AA.xlsx,0.999820,conservative
GSE77422,GSE77422_PC9M_Control-GNF5.xlsx,0.999727,conservative
GSE77422,GSE77422_PC9M_SCR-AA.xlsx,0.999794,conservative
GSE77471,GSE77471_RNASEQ_differential_expression.txt.gz,0.995653,conservative
GSE77499,GSE77499_Dd2CQ_Dd2_3D7_gene_exp.diff.gz,0.995074,conservative
GSE77499,GSE77499_Dd2CQ_Dd2_3D7_isoform_exp.diff.gz,0.995303,conservative
GSE77675,GSE77675_Old_vs_Young_isoforms_expression.txt.gz,0.952196,bimodal
GSE77769,GSE77769_RNA_diff_final.txt.gz,0.966774,anti-conservative
GSE77793,GSE77793_gene_exp_diff_fc_hepatocytes_DMSO_GL_TamerSallam_122012.txt.gz,0.999994,conservative
GSE77862,GSE77862_nhay_-_Alb-Cre.xlsx,0.999846,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz,0.999713,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz,0.999662,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz,0.997277,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz,0.996900,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz,0.999180,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz,0.999785,conservative
GSE78506,GSE78506_dmso_vs_ca_24Hour_geneExp.diff.gz,0.951157,bimodal
GSE78527,GSE78527_siSNRNP40_siControl_processed.txt.gz,0.999990,conservative
GSE78711,GSE78711_gene.exp.all.txt.gz,0.820869,bimodal
GSE78711,GSE78711_gene.exp.all.txt.gz,0.820869,bimodal
GSE78824,GSE78824_Cuffdiff_transcript_differential_expression_testing.tab.gz,0.777679,spiky
GSE78834,GSE78834_gene_expression_profiles.txt.gz,0.813782,bimodal
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_acute_gene_differential_expression_testing.txt.gz,0.996795,conservative
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_chronic_gene_differential_expression_testing.txt.gz,0.958431,conservative
GSE78996,GSE78996_CTR_vs_EAE_Cuffdiff_analysis.xlsx,0.969315,bimodal
GSE79143,GSE79143_SNPCountsTable.txt.gz,0.488094,anti-conservative
GSE79286,GSE79286_CYC2vsWT_Conj-2.5hr_RNA-Seq.xlsx-sheet-gene_exp,0.782452,bimodal
GSE79286,GSE79286_CYC2vsWT_Conj-2hr_RNA-Seq.xlsx-sheet-C2vWT-2hr genes,0.812951,bimodal
GSE79286,GSE79286_CYC2vsWT_Conj-3.5hr_RNA-Seq.xlsx-sheet-gene_exp,0.790318,bimodal
GSE79286,GSE79286_CYC2vsWT_Conj-3hr_RNA-Seq.xlsx,0.798884,bimodal
GSE79408,GSE79408_gene_exp.diff.gz,0.993918,conservative
GSE79412,GSE79412_amiFPSa_gene_exp_diff.xlsx-sheet-Hoja1,0.999744,conservative
GSE79416,GSE79416_new-lncRNA_transcript_output.xls.gz,0.869971,anti-conservative
GSE79507,GSE79507_minipig.txt.gz,0.684575,bimodal
GSE79677,GSE79677_Crossbred_vs._Purebred_comparison_group.tabular.txt.gz,0.999750,conservative
GSE79677,GSE79677_One_by_one_comparisons.tabular.txt.gz,0.999998,conservative
GSE79680,GSE79680_Heat_shock_table.csv.gz,0.991650,conservative
GSE79758,GSE79758_gene_exp.diff.gz,0.981045,conservative
GSE79779,GSE79779_gene_exp.diff.gz,0.998695,conservative
GSE79822,GSE79822_cuffdiffs_mRNA.txt.gz,0.994327,conservative
GSE79916,GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz,0.129754,anti-conservative
GSE80068,GSE80068_col_dms3_gene_exp.diff.gz,0.987508,bimodal
GSE80068,GSE80068_col_h2h9_gene_exp.diff.gz,0.983066,bimodal
GSE80068,GSE80068_col_nrpe1_gene_exp.diff.gz,0.988685,bimodal
GSE80128,GSE80128_P035_DESeq_KO-WT_pathway.txt.gz,0.868432,bimodal
GSE80135,GSE80135_Lipo_siProx_sig_results.csv.gz,0.977512,spiky
GSE80135,GSE80135_siNeg_Lipo_results.csv.gz,0.937310,anti-conservative
GSE80237,GSE80237_Supplementary_Data_1.txt.gz,0.827458,conservative
GSE80264,GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,0.563753,anti-conservative
GSE80264,GSE80264_Group_3_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,0.543427,anti-conservative
GSE80301,GSE80301_col_rep1_mom1_gene_exp.diff.txt.gz,0.999019,conservative
GSE80301,GSE80301_col_rep1_nrpe1_gene_exp.diff.txt.gz,0.999042,conservative
GSE80301,GSE80301_col_rep1_pial1pial2_gene_exp.diff.txt.gz,0.999363,conservative
GSE80301,GSE80301_col_rep2_mom1_gene_exp.diff.txt.gz,0.998534,conservative
GSE80301,GSE80301_col_rep2_mom1pial2_gene_exp.diff.txt.gz,0.998621,conservative
GSE80301,GSE80301_col_rep2_pial2_gene_exp.diff.txt.gz,0.990659,conservative
GSE80348,GSE80348_20160316_6h_wt_vs_mu.xlsx,0.523488,anti-conservative
GSE80349,GSE80349_results.txt.gz,0.067649,anti-conservative
GSE80349,GSE80349_results.txt.gz,1.000000,bimodal
GSE80370,GSE80370_col_morc6_gene_exp.diff.gz,0.996778,conservative
GSE80370,GSE80370_col_suvh2suvh9_gene_exp.diff.gz,0.999052,conservative
GSE80433,GSE80433_gene_exp.diff.gz,0.970642,conservative
GSE80597,GSE80597_Processed_data_cuffdiff_output.txt.gz,0.951777,conservative
GSE80718,GSE80718_gene_exp.diff.gz,0.731720,bimodal
GSE80972,GSE80972_frm_gene_exp.diff.txt.gz,0.999626,conservative
GSE81007,GSE81007_cds.diff.gz,1.000000,conservative
GSE81007,GSE81007_cds_exp.diff.gz,0.992305,conservative
GSE81007,GSE81007_gene_exp.diff.gz,0.984108,conservative
GSE81007,GSE81007_isoform_exp.diff.gz,0.998275,conservative
GSE81007,GSE81007_promoters.diff.gz,1.000000,conservative
GSE81007,GSE81007_splicing.diff.gz,1.000000,conservative
GSE81007,GSE81007_tss_group_exp.diff.gz,0.994340,conservative
GSE81043,GSE81043_sh109_final_unique_DESeq_InfFixed_DiffExp.xlsx.gz,0.478334,anti-conservative
GSE81055,GSE81055_gene_exp.diff.gz,0.999761,conservative
GSE81055,GSE81055_gene_exp.diff_bias.txt.gz,0.999762,conservative
GSE81100,GSE81100_old_ARSER_output.txt.gz,0.806513,bimodal
GSE81100,GSE81100_youngARSER_output.txt.gz,0.814737,bimodal
GSE81114,GSE81114_gene_exp.diff.gz,0.998933,conservative
GSE81123,GSE81123_Poplar_RNAseq_data.ods.txt.gz,0.999997,conservative
GSE81191,GSE81191_Cuffdiff_Isoform.txt.gz,0.999975,conservative
GSE81191,GSE81191_Cuffdiff_transcript.txt.gz,0.999966,conservative
GSE81437,GSE81437_polyA_differential_gene_expression.txt.gz,0.994105,conservative
GSE81575,GSE81575_gene_exp.diff.gz,0.993080,conservative
GSE81593,GSE81593_1.Mcf10A_p53delVec_and_p53delHras.xlsx,0.569257,bimodal
GSE81593,GSE81593_2.Mcf10A_Vec_and_Hras.xlsx,0.696187,bimodal
GSE81707,GSE81707_N2_HC125_RNA-seq_PairedEnd_gene_exp_diff.xlsx,0.999992,conservative
GSE81707,GSE81707_N2_HC125_RNA-seq_SingleEnd_gene_exp_diff.xlsx,0.999998,conservative
GSE81858,GSE81858_AA_ABBB_gene_exp.diff.gz,0.999984,conservative
GSE82134,GSE82134_NCBI_res_root_deseq_full.xlsx,0.609298,anti-conservative
GSE82164,GSE82164_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,0.990777,conservative
GSE82164,GSE82164_Cuffdiff_transcript_differential_expression_testing.tabular.txt.gz,0.996806,conservative
GSE82210,GSE82210_cuffdiff_lncOL1KO_vs_Ctrl.gene.fpkm.txt.gz,0.995033,conservative
GSE83217,GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siBdnf,0.999694,conservative
GSE83217,GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siHdac4,0.997516,conservative
GSE83265,GSE83265_gene_exp.diff.gz,0.999893,conservative
GSE83375,GSE83375_GB_glia.FPKM.txt.gz,0.655794,anti-conservative
GSE83405,GSE83405_geneExpDiffData_E14_cells_pnldc1_silencing.xlsx-sheet-Φύλλο1,0.999439,conservative
GSE83406,GSE83406_gene_exp.diff.gz,0.998659,conservative
GSE83555,GSE83555_WT-KO-mm9-gene_exp.txt.gz,0.999853,conservative
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_12_P-T_11_12_C,0.999991,conservative
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_19_1_P-T_11_19_1_C,1.000000,conservative
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_72_P-T_72_C,0.999952,conservative
GSE83567,GSE83567_gene_exp.diff.gz,0.995295,conservative
GSE83584,GSE83584_processed_data_Day0.txt.gz,0.999999,conservative
GSE83584,GSE83584_processed_data_Day3_5.txt.gz,0.999745,conservative
GSE83601,GSE83601_All_genes_in_controls_and_PTSD.txt.gz,0.997912,conservative
GSE83664,GSE83664_NS_M_vs_Input.isoform_exp.diff.gz,0.998108,conservative
GSE83664,GSE83664_NS_vs_Input.isoform_exp.diff.gz,0.998310,conservative
GSE83717,GSE83717_FPKMs_pvalue_matrices.txt.gz,0.892677,bimodal
GSE83819,GSE83819_gene_exp.diff.gz,0.671328,bimodal
GSE83827,GSE83827_WT_vs_tf5.xlsx-sheet-gene_exp_diff,0.991087,bimodal
GSE83828,GSE83828_Gene_expression_data.xlsx,0.579619,bimodal
GSE83887,GSE83887_gene_exp_Hyl-2_vs_Hyl-2-G.diff.gz,0.872219,bimodal
GSE83887,GSE83887_gene_exp_N2_vs_Hyl-2.diff.gz,0.988404,bimodal
GSE83887,GSE83887_gene_exp_N2_vs_N2G.diff.gz,0.860764,bimodal
GSE84145,GSE84145_E12.5RET_WT_NULL.txt.gz,0.979593,bimodal
GSE84158,GSE84158_gene_exp.diff.gz,0.933472,conservative
GSE84249,GSE84249_cuffdiff_gene_differential_expression_testing.tab.gz,0.999973,conservative
GSE84308,GSE84308_RNA.txt.gz,0.974858,anti-conservative
GSE84450,GSE84450_WT_UTvsKO_DTT_gene_exp.diff.gz,0.988343,conservative
GSE84450,GSE84450_WT_UTvsKO_UT_gene_exp.diff.gz,0.999878,conservative
GSE84450,GSE84450_WT_UTvsWT_DTT_gene_exp.diff.gz,0.997948,conservative
GSE84450,GSE84450_WT_UTvsWT_DTT_splicing.diff.gz,1.000000,bimodal
GSE84450,GSE84450_WT_UTvsX_DTT_gene_exp.diff.gz,0.979280,conservative
GSE84450,GSE84450_WT_UTvsX_UT_gene_exp.diff.gz,0.990793,conservative
GSE84481,GSE84481_3xTg.txt.gz,0.050904,anti-conservative
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_0-5_mm_vs_15-20_mm,0.753890,bimodal
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_0-5_mm_vs_30-35_mm,0.712548,bimodal
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_30-35_mm_vs_15-20_mm,0.997352,conservative
GSE84606,GSE84606_gene_exp.diff.gz,0.709427,bimodal
GSE84737,GSE84737_All_genes_unfiltered_DE.txt.gz,0.446654,anti-conservative
GSE84737,GSE84737_Genes_filtered_DE.txt.gz,0.474167,anti-conservative
GSE84786,GSE84786_isoform_exp.xlsx-sheet-Fold change,1.000000,conservative
GSE84786,GSE84786_isoform_exp.xlsx-sheet-isoform_exp,1.000000,conservative
GSE84798,GSE84798_gene_exp.diff.gz,0.955823,conservative
GSE85308,GSE85308_gene_exp.diff.gz,0.999840,conservative
GSE85308,GSE85308_processed_data.txt.gz,0.999840,conservative
GSE85321,GSE85321_Supplemental_Table_2_YAD_RNA_seq_.xls.gz-sheet-YAD_Diff analysis,0.819135,bimodal
GSE85321,GSE85321_Supplemental_Table_3_YGD_RNA_seq_.xls.gz-sheet-YGD_Diff analysis,0.925294,bimodal
GSE85321,GSE85321_Supplemental_Table_4_YAR_vs_YAD_RNA_seq_.xls.gz-sheet-EV_YAD_YAR_isoformexp,0.460432,bimodal
GSE85321,GSE85321_Supplemental_Table_5_YAR_RNA_seq_.xls.gz-sheet-YAR diff. analysis,0.802379,bimodal
GSE85321,GSE85321_Supplemental_Table_6_JHD2_OE_YAD_.xls.gz-sheet-OE_EV_YAD_Diff analysis,0.999196,conservative
GSE85321,GSE85321_Supplemental_Table_7_JHD2_OE_YAR_.xls.gz-sheet-OE_EV_YAR_Diff analysis,0.733327,bimodal
GSE85329,GSE85329_IGF_project_IGF_results.txt.gz,0.687193,anti-conservative
GSE85402,GSE85402_gene_exp.diff.gz,0.986517,conservative
GSE85416,GSE85416_isoform_exp.diff.gz,0.975115,conservative
GSE85442,GSE85442_cuffdiff.gene_exp_diff.allg.txt.gz,0.987108,conservative
GSE85442,GSE85442_cuffdiff.isoform_exp.diff.txt.gz,0.990800,conservative
GSE85442,GSE85442_cuffdiff.tss_group_exp.diff.txt.gz,0.988020,conservative
GSE85554,GSE85554_deg_and_counts_table_new_read_counts.txt.gz,0.871818,uniform
GSE85576,GSE85576_Supplementary_Table_1.xlsx-sheet-MagohMos2_vs_Control,0.999983,conservative
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Sorted,0.532181,anti-conservative
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Transient,0.999788,spiky
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Unsorted,0.616914,anti-conservative
GSE85847,GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz,0.664439,anti-conservative
GSE85863,GSE85863_Galaxy238-_Cuffdiff_on_data_40__data_35__and_others_gene_differential_expression_testing_.txt.gz,0.983115,conservative
GSE85950,GSE85950_EHEC_plusminus_Symbioflor.xlsx,0.999961,spiky
GSE86077,GSE86077_glp-1_EVvs28_D4.diff.gz,0.999711,conservative
GSE86077,GSE86077_N2_EVvs28_D4.diff.gz,0.997841,conservative
GSE86159,GSE86159_significance_calls_genes_overexpression.txt.gz,0.996469,conservative
GSE86159,GSE86159_significance_calls_genes_tam_timecourse.txt.gz,0.985943,conservative
GSE86187,GSE86187_p0wt-ko-gene_exp.diff.gz,0.863393,conservative
GSE86187,GSE86187_p6wt-ko_gene_exp.diff.gz,0.883416,bimodal
GSE86202,GSE86202_Gene_differential_expression.xlsx,0.999978,conservative
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01,0.933882,anti-conservative
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01dT,0.999583,other
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PJ01vsPJ01dT,0.962420,anti-conservative
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,0.917375,bimodal
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,0.917375,bimodal
GSE86248,GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz,0.897305,conservative
GSE86248,GSE86248_shControl-vs-shPhf5a-gene_exp_1_.diff.gz,0.877528,conservative
GSE86323,GSE86323_gene_exp.diff.txt.gz,0.999995,conservative
GSE86442,GSE86442_gene_differential_expression.txt.gz,0.997750,conservative
GSE86837,GSE86837_gene_exp.diff.gz,0.996646,conservative
GSE87168,GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,0.998649,conservative
GSE87240,GSE87240_gene_expnorliver.diff.gz,0.986982,conservative
GSE87240,GSE87240_gene_expsk.diff.gz,0.984709,conservative
GSE87240,GSE87240_hep_gene_exphep.diff.gz,0.979250,conservative
GSE87307,GSE87307_mRNA_processed_results.xlsx,0.782306,bimodal
GSE87315,GSE87315_CuffDiff_RNA-seq.csv.gz,0.949347,conservative
GSE87398,GSE87398_gene_exp.diff.gz,0.830607,anti-conservative
GSE87398,GSE87398_genes_group_exp.diff.gz,0.834977,anti-conservative
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,0.073634,anti-conservative
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,0.246754,anti-conservative
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,0.230610,anti-conservative
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz,0.081260,anti-conservative
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz,0.145766,anti-conservative
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz,0.222201,anti-conservative
GSE87448,GSE87448_MYC_vs_CTRL_at_2fold-p005-3502_genes_Myc_Only.txt.gz,0.067133,anti-conservative
GSE87532,GSE87532_gene_exp.diff.name.txt.gz,0.927744,conservative
GSE87626,GSE87626_nc_vs_19_gene_exp.diff.gz,0.999878,conservative
GSE87635,GSE87635_CNOT3KO-WT.txt.gz,0.986851,conservative
