suppdata_id,Filter,human,nnet,Type,classifier
GSE61915_FilteredDifferentialExpression_min_10reads_3M-29M.xls.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE61954_all_genes_expression_values_supp_table.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE61954_all_genes_expression_values_supp_table.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE61955_12hr.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE61955_2hr.txt.gz,raw,conservative,conservative,conservative,human
GSE61955_6hr.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE61969_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE62040_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE62200_Table_S4.xls.gz-sheet-Table S4,raw,bimodal,bimodal,bimodal,human
GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-E VS LYP9-E,raw,conservative,conservative,conservative,human
GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-M VS LYP9-M,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE62200_Table_S6.xls.gz,basemean,other,other,other,human
GSE62200_Table_S6.xls.gz,raw,conservative,conservative,conservative,human
GSE62563_gene_expression.txt.gz,raw,conservative,conservative,conservative,human
GSE62633_Differential_expression_table.txt.gz,raw,conservative,conservative,conservative,human
GSE62647_Setd8_differential_expression_analyses.txt.gz,raw,conservative,conservative,conservative,human
GSE62668_Embryo.txt.gz,raw,conservative,conservative,conservative,human
GSE62668_Sperm.txt.gz,raw,conservative,conservative,conservative,human
GSE62760_Acute_Cuffdiff_DGE.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE62760_Chronic_Cuffdiff_DGE.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE62785_Table_S1_Genes_differentially_expressed_in_hns_mutant_in_mid-exponential_phase.xls.gz-sheet-status = OK,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE62785_Table_S2_Genes_differentially_expressed_in_hns_mutant_in_early_stationary_phase.xls.gz-sheet-status = ok,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE62909_Differential_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-0,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-0,raw,conservative,conservative,conservative,human
GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-1,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-1,raw,conservative,conservative,conservative,human
GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-2,basemean,other,other,other,human
GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-2,raw,conservative,conservative,conservative,human
GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-3,basemean,other,other,other,human
GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-3,raw,conservative,conservative,conservative,human
GSE63133_D.rerio_SVCV_infected__24K__vs_control__0K_.txt.gz,raw,conservative,conservative,conservative,human
GSE63133_D.rerio_SVCV_infected__24S__vs_control__0S_.txt.gz,raw,conservative,conservative,conservative,human
GSE63133_D.rerio_SVCV_infected__6K__vs_control__0K_.txt.gz,raw,conservative,conservative,conservative,human
GSE63133_D.rerio_SVCV_infected__6S__vs_control__0S_.txt.gz,raw,conservative,conservative,conservative,human
GSE63141_eTMglc_gene_exp.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63141_eTMgly_gene_exp.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63161_diff-Gene-list.txt.gz,raw,spiky,conservative,spiky,human
GSE63224_All_unigene_expression.txt.gz-set-0,raw,other,other,other,human
GSE63224_All_unigene_expression.txt.gz-set-1,raw,other,other,other,human
GSE63224_All_unigene_expression.txt.gz-set-2,raw,other,other,other,human
GSE63224_All_unigene_expression.txt.gz-set-3,raw,other,other,other,human
GSE63224_All_unigene_expression.txt.gz-set-4,raw,other,other,other,human
GSE63224_All_unigene_expression.txt.gz-set-5,raw,anti-conservative,spiky,anti-conservative,human
GSE63226_WRR+vsWRR-.xls.gz,raw,conservative,conservative,conservative,human
GSE63300_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE63485_KS_J1Csh63_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,raw,conservative,conservative,conservative,human
GSE63485_KS_J1Csh95_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,raw,conservative,conservative,conservative,human
GSE63485_shAML1_ETO_vs_shControl.all_gene_exp.tbl.txt.gz,raw,conservative,conservative,conservative,human
GSE63510_ko_vs_wt_fold_changes_p_values.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE63510_ko_vs_wt_fold_changes_p_values.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63555_Ago2_immunoprecipitation_cuffdiff_fpkm.txt.gz,raw,conservative,conservative,conservative,human
GSE63555_Gene_expression_cuffdiff_fpkm.txt.gz,raw,conservative,conservative,conservative,human
GSE63570_Rec_siRNA_RNA-seq.txt.gz,raw,conservative,conservative,conservative,human
GSE63707_DEXSeqResults_AretIR_03d_vs_IFMWT_03d.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63707_DEXSeqResults_AretIR_03d_vs_salm_ko.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63707_DEXSeqResults_AretIR_30h_vs_IFMWT_30h.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63707_DEXSeqResults_AretIR_72h_vs_IFMWT_72h.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63707_DEXSeqResults_IFMWT_03d_vs_jump_0d.txt.gz,raw,bimodal,anti-conservative,bimodal,human
GSE63707_DEXSeqResults_IFMWT_03d_vs_leg_0d.txt.gz,raw,bimodal,anti-conservative,bimodal,human
GSE63707_DEXSeqResults_salm_ko_vs_IFMWT_03d.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63748_exp_7d4h_diff.txt.gz,raw,conservative,conservative,conservative,human
GSE63750_chemhigh-batch-result-using-R-DeSeq.csv.gz,basemean,other,other,other,human
GSE63750_chemhigh-batch-result-using-R-DeSeq.csv.gz,raw,bimodal,other,bimodal,human
GSE63750_chemlow-batch-result-using-R-DeSeq.csv.gz,basemean,other,other,other,human
GSE63750_chemlow-batch-result-using-R-DeSeq.csv.gz,raw,other,other,other,human
GSE63758_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE63794_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE63810_BCKO_RNASeq_Data.xlsx-sheet-GenesDiffExp,raw,conservative,conservative,conservative,human
GSE63836_C15Dx_versus_Untr.DESeq.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE63836_C15Dx_versus_Untr.DESeq.txt.gz,raw,anti-conservative,bimodal,anti-conservative,human
GSE63836_Dx_versus_C15Dx.DESeq.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE63836_Dx_versus_C15Dx.DESeq.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE63838_cds_exp_diff_2D.txt.gz,raw,conservative,conservative,conservative,human
GSE63884_gene_exp.diff_cenpk_imx372_aerobic.txt.gz,raw,uniform,other,uniform,human
GSE63889_Diff_0U_120U_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE63889_Diff_120U_120C_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-long 3'UTR transcripts(>1500nt),raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-medium 3'UTR transcripts,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-short 3'UTR transcripts(<350nt),raw,anti-conservative,anti-conservative,anti-conservative,human
GSE64025_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE64080_miR-93_CuffDiff.xls.gz-sheet-diffExpResults-set-0,raw,bimodal,bimodal,bimodal,human
GSE64080_miR-93_CuffDiff.xls.gz-sheet-diffExpResults-set-1,raw,bimodal,bimodal,bimodal,human
GSE64185_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE64242_cufdiff_isoform_exp.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE64455_cuffdiff_out.txt.gz,raw,conservative,conservative,conservative,human
GSE64513_FOXD3_vs_Control_gene_exp_diff_anno.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE64544_LV_processed.txt.gz,raw,conservative,conservative,conservative,human
GSE64544_MV_processed.txt.gz,raw,conservative,conservative,conservative,human
GSE64641_leaf_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE64641_seedling_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE64687_FPKM_and_differential_expression_for_mRNA.txt.gz,raw,conservative,conservative,conservative,human
GSE64747_deseq_comp_DMSO_minus_TEX_vs_compound59_minus_TEX_with_annot_and_counts.txt.gz,raw,conservative,conservative,conservative,human
GSE64747_regulated.txt.gz,basemean,spiky,spiky,spiky,human
GSE64747_regulated.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE64757_All_FPKMs_GEO.csv.gz,raw,conservative,conservative,conservative,human
GSE64840_2N_Ts65Dn_MEFs.gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE64854_cds_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE64854_cds.diff.gz,raw,conservative,conservative,conservative,human
GSE64854_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE64854_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE64854_promoters.diff.gz,raw,conservative,conservative,conservative,human
GSE64854_splicing.diff.gz,raw,conservative,conservative,conservative,human
GSE64854_tss_group_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE65022_cuffdiff-WT_CD_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE65024_WT-bhlh_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE65025_WT-HSF_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE65039_gene_exp1.txt.gz,raw,conservative,conservative,conservative,human
GSE65072_DESeq_plusDOX_minusDOX.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65142_HYBP.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE65142_YH.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE65321_RNASeqProcessedDESeqData_GSM1631482-GSM1631483.txt.gz,raw,conservative,conservative,conservative,human
GSE65321_RNASeqProcessedDESeqData.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE65328_A17_6V.tab.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE65328_A17_6V.tab.gz,raw,conservative,conservative,conservative,human
GSE65337_Nfix_KO_vs_WT_gene_exp.diff.gz,raw,conservative,NA,conservative,human
GSE65406_control_vs_gld1_DESeq.csv.gz,basemean,anti-conservative,other,anti-conservative,human
GSE65406_control_vs_gld1_DESeq.csv.gz,raw,conservative,conservative,conservative,human
GSE65406_gld1_vs_tumorfast_DESeq.csv.gz,basemean,other,other,other,human
GSE65406_gld1_vs_tumorfast_DESeq.csv.gz,raw,conservative,conservative,conservative,human
GSE65406_gld1_vs_tumorfed_DESeq.csv.gz,basemean,other,other,other,human
GSE65406_gld1_vs_tumorfed_DESeq.csv.gz,raw,conservative,conservative,conservative,human
GSE65406_tumorfed_vs_tumorfast_DESeq.csv.gz,basemean,other,other,other,human
GSE65406_tumorfed_vs_tumorfast_DESeq.csv.gz,raw,conservative,conservative,conservative,human
GSE65406_youngadults_vs_gld1_DESeq.csv.gz,basemean,anti-conservative,spiky,anti-conservative,human
GSE65406_youngadults_vs_gld1_DESeq.csv.gz,raw,conservative,conservative,conservative,human
GSE65408_processed_data_file.csv.gz,raw,conservative,conservative,conservative,human
GSE65487_deseq.rminus_rplus.ensembl.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE65487_deseq.rminus_rplus.ensembl.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65487_deseq.rminus_rplus.unknown.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE65487_deseq.rminus_rplus.unknown.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65487_deseq.rplus_gplus.ensembl.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE65487_deseq.rplus_gplus.ensembl.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65487_deseq.rplus_gplus.unknown.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE65487_deseq.rplus_gplus.unknown.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65542_pnky_kd.diff.gz,raw,bimodal,conservative,bimodal,human
GSE65542_ptbp1_kd.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE65697_RNA-seq.csv.gz,raw,bimodal,bimodal,bimodal,human
GSE65935_DKOrvsDKOnr_diffexp.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65935_WTvsDKOnr_diffexp.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65935_WTvsDKOr_diffexp.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65973_NLS_deseq2_all_alluniq_vs_mmu9htdp43nls.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE65973_NLS_deseq2_all_alluniq_vs_mmu9htdp43nls.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE65987_FPKM_for_MEFs.txt.gz,raw,conservative,conservative,conservative,human
GSE65994_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE66148_NC_v_CNS.txt.gz-set-0,basemean,NA,anti-conservative,anti-conservative,nnet
GSE66148_NC_v_CNS.txt.gz-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE66148_NC_v_CNS.txt.gz-set-1,basemean,NA,anti-conservative,anti-conservative,nnet
GSE66148_NC_v_CNS.txt.gz-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE66148_NC_v_CNS.txt.gz-set-2,basemean,NA,anti-conservative,anti-conservative,nnet
GSE66148_NC_v_CNS.txt.gz-set-2,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE66155_regulation.txt.gz,raw,conservative,conservative,conservative,human
GSE66158_all_genes_FPKM.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep1.txt.gz,raw,conservative,conservative,conservative,human
GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep2.txt.gz,raw,conservative,conservative,conservative,human
GSE66445_M._a.-pES1-MATmcr3_methane_vs._M.a.-pES1-MATmcr3_methanol_GEO_Processed_data.xlsx-sheet-Sheet1,raw,conservative,conservative,conservative,human
GSE66478_gene_exp.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE66478_isoform_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE66506_DE_analysis_010714.xlsx-sheet-All_Genes,raw,bimodal,bimodal,bimodal,human
GSE66547_20150210-1545-2Cmut_vs_oocyteWt-deResults_gene.xls.gz,raw,conservative,conservative,conservative,human
GSE66547_20150210-1545-2Cwt_vs_2Cmut-deResults_gene.xls.gz,raw,conservative,conservative,conservative,human
GSE66547_20150210-1545-2Cwt_vs_oocyteWt-deResults_gene.xls.gz,raw,conservative,conservative,conservative,human
GSE66547_20150828-oocyteMut_vs_oocyteWt-deResults.xlsx-sheet-Genes,raw,conservative,conservative,conservative,human
GSE66547_20150828-oocyteMut_vs_oocyteWt-deResults.xlsx-sheet-Repeats,raw,conservative,conservative,conservative,human
GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.gene_exp,raw,conservative,conservative,conservative,human
GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.isoform_e,raw,conservative,conservative,conservative,human
GSE66619_Dorsal_Cord_Ipsi_vs_Con_mrna_gene_exp.diff.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE66619_DRG_Con_vs_Ips_mrna_gene_exp.diff.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE66652_AS13-C_differential_expression.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE66652_S4-C_differential_expression.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE66716_Lim_et_al_14-3-3zKOWAT_Processed_data_Cuffdiff.xlsx,raw,conservative,conservative,conservative,human
GSE66767_CD34_cord_blood.EET.txt.gz,raw,spiky,conservative,spiky,human
GSE66767_U937.EET.txt.gz,raw,spiky,conservative,spiky,human
GSE66793_cmp1-3-geo-gene.tsv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE66822_PRMT5-vs-WT_SC-mrna_counts.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE66822_PRMT5-vs-WT_SC-mrna_counts.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67001_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE67029_cuffdiff_mh_h8.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE67063_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE67334_TFH.Vs.TH1.DESeq_Analysis_DE_Genes.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE67334_TFH.Vs.TH1.DESeq_Analysis_DE_Genes.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67335_LEF1_Th1.Vs.pMIG_Th1.DESeq_Analysis_DE_Genes.txt.gz,basemean,other,other,other,human
GSE67335_LEF1_Th1.Vs.pMIG_Th1.DESeq_Analysis_DE_Genes.txt.gz,raw,other,other,other,human
GSE67437_KO-ILC2-mLN_021815_vs_WT-ILC2-mLN_021815.txt.gz,raw,conservative,conservative,conservative,human
GSE67554_TAG5_Cuffdiff_gene_differential_expression_testing.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE67554_ZG14_Cuffdiff_gene_differential_expression_testing.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE67646_DESeq_1.10.1.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE67646_DESeq_1.10.1.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1-set-0,raw,other,anti-conservative,other,human
GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1-set-1,raw,other,anti-conservative,other,human
GSE67674_RNA-seq_analysis_AADMSOvsAAGSK-J4.txt.gz,raw,bimodal,anti-conservative,bimodal,human
GSE67674_RNA-seq_analysis_PBSDMSOvsPBSGSK-J4.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67745_Eutrema_salsugineum_SH_YK.xlsx,raw,conservative,conservative,conservative,human
GSE67756_LA2A-vs-LC2A.compare.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67756_LB2A-vs-LA2A.compare.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67756_LB2A-vs-LC2A.compare.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67756_LB2A-vs-LF1A.compare.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67787_con_bps_wex_RNAseq_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_mTECs_vs_sp-DCs.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_mTECs_vs_sp-DCs.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_mTECs_vs_t-DCs.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_mTECs_vs_t-DCs.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_sp-DCs_vs_mTECs.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_sp-DCs_vs_mTECs.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_sp-DCs_vs_t-DCs.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_sp-DCs_vs_t-DCs.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_mTECs.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_mTECs.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_sp-DCs.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_sp-DCs.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE67954_CSR1_RNAi_DESeq_output.txt.gz,basemean,other,other,other,human
GSE67954_CSR1_RNAi_DESeq_output.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE67954_P_granule_RNAi_DESeq_output.txt.gz,basemean,other,other,other,human
GSE67954_P_granule_RNAi_DESeq_output.txt.gz,raw,conservative,conservative,conservative,human
GSE68102_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE68160_GRdim-RNASeq.xlsx,raw,bimodal,bimodal,bimodal,human
GSE68176_Camfl1.gene_exp.diff.gz,raw,spiky,conservative,spiky,human
GSE68176_Ophio1_1.gene_exp.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE68229_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE68229_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE68360_cds_exp.diff.gz,raw,bimodal,conservative,bimodal,human
GSE68360_cds.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE68360_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE68360_isoform_exp.diff.gz,raw,bimodal,conservative,bimodal,human
GSE68360_promoters.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE68360_splicing.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE68460_gene_exp.xls.gz-sheet-Sheet1,raw,conservative,conservative,conservative,human
GSE68460_WSVSBS_gene_diff.xls.gz-sheet-Sheet1,raw,conservative,conservative,conservative,human
GSE68470_xue_etal_edgeR.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE68736_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE68806_Galaxy_data_Cuffdiff.txt.gz,raw,conservative,conservative,conservative,human
GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep1 CuffDiff Mock vs AGO2-KD,raw,conservative,conservative,conservative,human
GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep2 CuffDiff Mock vs AGO2-KD,raw,conservative,conservative,conservative,human
GSE68998_DiffExpDeseq2_mdx2_NOut_3.6.14.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE68998_DiffExpDeseq2_mdx2_NOut_3.6.14.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE69001_DE_list_planktonic_v_biolfim.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE69001_DE_list_planktonic_v_plate.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE69001_DE_list_plate_v_biofilm.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE69110_d2GFP_vs_d2Sox9OE.deseq.res.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE69110_d2GFP_vs_d2Sox9OE.deseq.res.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE69113_AIPVUIP_differential_expression.txt.gz,raw,other,uniform,other,human
GSE69113_BIPVUIP_differential_expression.txt.gz,raw,other,uniform,other,human
GSE69125_10408_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE69175_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE69205_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE69311_deseq_diff_genes.csv.gz,basemean,anti-conservative,NA,anti-conservative,human
GSE69311_deseq_diff_genes.csv.gz,raw,bimodal,NA,bimodal,human
GSE69556_cds_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE69721_UP-_and_Down-regulated_genes.txt.gz,raw,bimodal,conservative,bimodal,human
GSE69855_gene_exp_ResvResVag.txt.gz,raw,conservative,conservative,conservative,human
GSE69855_gene_exp_ResvSham.txt.gz,raw,conservative,conservative,conservative,human
GSE69876_results.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE69876_results.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE69900_control-CBD16H.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE69900_control-tamoxifen48H.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE70068_GM_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE70068_TNF_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE70068_UT_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE70093_Supplementary_file_1.xls.gz-sheet-Lalat Grain,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE70093_Supplementary_file_1.xls.gz-sheet-Lalat Root,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE70093_Supplementary_file_1.xls.gz-sheet-Sharbati Grain,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE70093_Supplementary_file_1.xls.gz-sheet-Sharbati Root,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE70093_Supplementary_file_2.xls.gz-sheet-Lalat Grain,raw,bimodal,bimodal,bimodal,human
GSE70093_Supplementary_file_2.xls.gz-sheet-Lalat Root,raw,bimodal,bimodal,bimodal,human
GSE70093_Supplementary_file_2.xls.gz-sheet-Sharbati Grain,raw,bimodal,bimodal,bimodal,human
GSE70093_Supplementary_file_2.xls.gz-sheet-Sharbati Root,raw,bimodal,bimodal,bimodal,human
GSE70108_G263_CuffDiff_WTvsDDX5Tko.tabular.txt.gz,raw,conservative,conservative,conservative,human
GSE70108_G340_CuffDiff_WTvsRORgko.tabular.txt.gz,raw,conservative,conservative,conservative,human
GSE70141_Ax2_0H_1_2_Ax2_10H_1_2_DESeq.results.genenames.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE70141_Ax2_0H_1_2_Ax2_10H_1_2_DESeq.results.genenames.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE70141_Ax2_0H_1+2_ChdC_0H_1+2_DESeq.results.genenames.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE70141_Ax2_0H_1+2_ChdC_0H_1+2_DESeq.results.genenames.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
