Accession,suppdata_id,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
GSE77422,GSE77422_PC9M_SCR-AA.xlsx,28018973,2016 Dec 22,2016 Dec 22,JCI Insight,Gu JJRouse CXu XWang JOnaitis MWPendergast AM,Pendergast AM,Inactivation of ABL kinases suppresses non-small cell lung cancer metastasis.,1,21,e89647,English,101676073,NA,2379-3708,Journal Article,PubMed,epublish,2801897310.1172/jci.insight.8964789647PMC51612112801897328018973pmc-id: PMC5161211;,10.1172/jci.insight.89647,2016/12/27 06:002016/12/27 06:002016/12/27 06:01,NA,1,9,JCI insight,doi: 10.1172/jci.insight.89647,2016 Dec 22;1(21):e89647
GSE77422,GSE77422_PC9_Control-GNF5.xlsx,28018973,2016 Dec 22,2016 Dec 22,JCI Insight,Gu JJRouse CXu XWang JOnaitis MWPendergast AM,Pendergast AM,Inactivation of ABL kinases suppresses non-small cell lung cancer metastasis.,1,21,e89647,English,101676073,NA,2379-3708,Journal Article,PubMed,epublish,2801897310.1172/jci.insight.8964789647PMC51612112801897328018973pmc-id: PMC5161211;,10.1172/jci.insight.89647,2016/12/27 06:002016/12/27 06:002016/12/27 06:01,NA,1,9,JCI insight,doi: 10.1172/jci.insight.89647,2016 Dec 22;1(21):e89647
GSE77422,GSE77422_PC9_SCR-AA.xlsx,28018973,2016 Dec 22,2016 Dec 22,JCI Insight,Gu JJRouse CXu XWang JOnaitis MWPendergast AM,Pendergast AM,Inactivation of ABL kinases suppresses non-small cell lung cancer metastasis.,1,21,e89647,English,101676073,NA,2379-3708,Journal Article,PubMed,epublish,2801897310.1172/jci.insight.8964789647PMC51612112801897328018973pmc-id: PMC5161211;,10.1172/jci.insight.89647,2016/12/27 06:002016/12/27 06:002016/12/27 06:01,NA,1,9,JCI insight,doi: 10.1172/jci.insight.89647,2016 Dec 22;1(21):e89647
GSE92345,GSE92345_H9_I_pqvalues.poisson.txt.gz,28222283,2017 Feb 20,NA,Curr Biol,Sridhar BRivas-Astroza MNguyen TCChen WYan ZCao XHebert LZhong S,Zhong S,Systematic Mapping of RNA-Chromatin Interactions In Vivo.,27,4,610-612,English,9107782,0960-9822,1879-0445,Journal ArticlePublished Erratum,PubMed,ppublish,28222283S0960-9822(17)30133-110.1016/j.cub.2017.01.0682822228328222283,10.1016/j.cub.2017.01.068,2017/02/22 06:002017/02/22 06:002017/02/22 06:01,Curr Biol. 2017 Feb 20;27(4):602-609. PMID: 28132817,0,5,Current biology : CB,doi: 10.1016/j.cub.2017.01.068,2017 Feb 20;27(4):610-612
GSE92345,GSE92345_H9_P_pqvalues.poisson.txt.gz,28222283,2017 Feb 20,NA,Curr Biol,Sridhar BRivas-Astroza MNguyen TCChen WYan ZCao XHebert LZhong S,Zhong S,Systematic Mapping of RNA-Chromatin Interactions In Vivo.,27,4,610-612,English,9107782,0960-9822,1879-0445,Journal ArticlePublished Erratum,PubMed,ppublish,28222283S0960-9822(17)30133-110.1016/j.cub.2017.01.0682822228328222283,10.1016/j.cub.2017.01.068,2017/02/22 06:002017/02/22 06:002017/02/22 06:01,Curr Biol. 2017 Feb 20;27(4):602-609. PMID: 28132817,0,5,Current biology : CB,doi: 10.1016/j.cub.2017.01.068,2017 Feb 20;27(4):610-612
GSE92345,GSE92345_HEK_I_pqvalues.poisson.txt.gz,28222283,2017 Feb 20,NA,Curr Biol,Sridhar BRivas-Astroza MNguyen TCChen WYan ZCao XHebert LZhong S,Zhong S,Systematic Mapping of RNA-Chromatin Interactions In Vivo.,27,4,610-612,English,9107782,0960-9822,1879-0445,Journal ArticlePublished Erratum,PubMed,ppublish,28222283S0960-9822(17)30133-110.1016/j.cub.2017.01.0682822228328222283,10.1016/j.cub.2017.01.068,2017/02/22 06:002017/02/22 06:002017/02/22 06:01,Curr Biol. 2017 Feb 20;27(4):602-609. PMID: 28132817,0,5,Current biology : CB,doi: 10.1016/j.cub.2017.01.068,2017 Feb 20;27(4):610-612
GSE92345,GSE92345_HEK_P_pqvalues.poisson.txt.gz,28222283,2017 Feb 20,NA,Curr Biol,Sridhar BRivas-Astroza MNguyen TCChen WYan ZCao XHebert LZhong S,Zhong S,Systematic Mapping of RNA-Chromatin Interactions In Vivo.,27,4,610-612,English,9107782,0960-9822,1879-0445,Journal ArticlePublished Erratum,PubMed,ppublish,28222283S0960-9822(17)30133-110.1016/j.cub.2017.01.0682822228328222283,10.1016/j.cub.2017.01.068,2017/02/22 06:002017/02/22 06:002017/02/22 06:01,Curr Biol. 2017 Feb 20;27(4):602-609. PMID: 28132817,0,5,Current biology : CB,doi: 10.1016/j.cub.2017.01.068,2017 Feb 20;27(4):610-612
GSE89773,GSE89773_combined_expression_table.txt.gz-set-0,28067618,2017 Jan 9,2017 Jan 9,Elife,Hubin EAFay AXu CBean JMSaecker RMGlickman MSDarst SACampbell EA,Campbell EA,Structure and function of the mycobacterial transcription initiation complex with the essential regulator RbpA.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2806761810.7554/eLife.22520PMC53028862806761828067618pmc-id: PMC5302886;,10.7554/eLife.22520,2016/10/19 00:002017/01/07 00:002017/01/10 06:002018/02/10 06:002017/01/10 06:00,NA,1,28,eLife,pii: e22520. doi: 10.7554/eLife.22520,2017 Jan 9;6
GSE89773,GSE89773_combined_expression_table.txt.gz-set-1,28067618,2017 Jan 9,2017 Jan 9,Elife,Hubin EAFay AXu CBean JMSaecker RMGlickman MSDarst SACampbell EA,Campbell EA,Structure and function of the mycobacterial transcription initiation complex with the essential regulator RbpA.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2806761810.7554/eLife.22520PMC53028862806761828067618pmc-id: PMC5302886;,10.7554/eLife.22520,2016/10/19 00:002017/01/07 00:002017/01/10 06:002018/02/10 06:002017/01/10 06:00,NA,1,28,eLife,pii: e22520. doi: 10.7554/eLife.22520,2017 Jan 9;6
GSE90889,GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,28132833,2017 May 4,2017 Jan 26,Cell Stem Cell,Saini JSCorneo BMiller JDKiehl TRWang QBoles NCBlenkinsop TAStern JHTemple S,Temple S,Nicotinamide Ameliorates Disease Phenotypes in a Human iPSC Model of Age-Related Macular Degeneration.,20,5,635-647.e7,English,101311472,1934-5909,1875-9777,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28132833S1934-5909(16)30502-110.1016/j.stem.2016.12.015PMC5419856NIHMS8459022813283328132833pmc-id: PMC5419856;manuscript-id: NIHMS845902;,10.1016/j.stem.2016.12.015,2016/01/26 00:002016/10/14 00:002016/12/30 00:002017/01/31 06:002018/02/21 06:002017/01/31 06:00,Cell Stem Cell. 2017 May 4;20(5):583-584. PMID: 28475881Stem Cell Investig. 2017 Sep 29;4:81. PMID: 29057253Stem Cell Investig. 2017 Oct 27;4:86. PMID: 29167807Stem Cell Investig. 2017 Nov 17;4:92. PMID: 29270418,1,24,Cell stem cell,doi: 10.1016/j.stem.2016.12.015,2017 May 4;20(5):635-647.e7
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5 wt VS 14.5 S1pr2 null,28248965,2017 Mar,2017 Mar 1,PLoS Biol,Serafimidis IRodriguez-Aznar ELesche MYoshioka KTakuwa YDahl APan DGavalas A,Gavalas A,Pancreas lineage allocation and specification are regulated by sphingosine-1-phosphate signalling.,15,3,e2000949,English,101183755,1544-9173,1545-7885,Journal Article,PubMed - indexed for MEDLINE,NA,2824896510.1371/journal.pbio.2000949pbio.2000949PMC53319642824896528248965pmc-id: PMC5331964;,10.1371/journal.pbio.2000949,2016/08/31 00:002017/02/01 00:002017/03/02 06:002017/03/02 06:002017/06/20 06:00,NA,1,7,PLoS biology,doi: 10.1371/journal.pbio.2000949,2017 Mar;15(3):e2000949
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2 CTRL VS 14.5+2+JTE+CTGF,28248965,2017 Mar,2017 Mar 1,PLoS Biol,Serafimidis IRodriguez-Aznar ELesche MYoshioka KTakuwa YDahl APan DGavalas A,Gavalas A,Pancreas lineage allocation and specification are regulated by sphingosine-1-phosphate signalling.,15,3,e2000949,English,101183755,1544-9173,1545-7885,Journal Article,PubMed - indexed for MEDLINE,NA,2824896510.1371/journal.pbio.2000949pbio.2000949PMC53319642824896528248965pmc-id: PMC5331964;,10.1371/journal.pbio.2000949,2016/08/31 00:002017/02/01 00:002017/03/02 06:002017/03/02 06:002017/06/20 06:00,NA,1,7,PLoS biology,doi: 10.1371/journal.pbio.2000949,2017 Mar;15(3):e2000949
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2+JTE VS 14.5+2+JTE+CTGF,28248965,2017 Mar,2017 Mar 1,PLoS Biol,Serafimidis IRodriguez-Aznar ELesche MYoshioka KTakuwa YDahl APan DGavalas A,Gavalas A,Pancreas lineage allocation and specification are regulated by sphingosine-1-phosphate signalling.,15,3,e2000949,English,101183755,1544-9173,1545-7885,Journal Article,PubMed - indexed for MEDLINE,NA,2824896510.1371/journal.pbio.2000949pbio.2000949PMC53319642824896528248965pmc-id: PMC5331964;,10.1371/journal.pbio.2000949,2016/08/31 00:002017/02/01 00:002017/03/02 06:002017/03/02 06:002017/06/20 06:00,NA,1,7,PLoS biology,doi: 10.1371/journal.pbio.2000949,2017 Mar;15(3):e2000949
GSE93877,GSE93877_NB4_RNASeq_ATRA.txt.gz,28369036,2017 May,2017 Apr 3,Nat Genet,Witzel MPetersheim DFan YBahrami ERacek TRohlfs MPuchałka JMertes CGagneur JZiegenhain CEnard WStray-Pedersen AArkwright PDAbboud MRPazhakh VLieschke GJKrawitz PMDahlhoff MSchneider MRWolf EHorny HPSchmidt HSchäffer AAKlein C,Klein C,Chromatin-remodeling factor SMARCD2 regulates transcriptional networks controlling differentiation of neutrophil granulocytes.,49,5,742-752,English,9216904,1061-4036,1546-1718,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28369036ng.383310.1038/ng.3833PMC5885283NIHMS9520032836903628369036pmc-id: PMC5885283;manuscript-id: NIHMS952003;,10.1038/ng.3833,2016/08/16 00:002017/03/10 00:002017/04/04 06:002017/09/19 06:002017/04/04 06:00,NA,1,6,Nature genetics,doi: 10.1038/ng.3833,2017 May;49(5):742-752
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,28369036,2017 May,2017 Apr 3,Nat Genet,Witzel MPetersheim DFan YBahrami ERacek TRohlfs MPuchałka JMertes CGagneur JZiegenhain CEnard WStray-Pedersen AArkwright PDAbboud MRPazhakh VLieschke GJKrawitz PMDahlhoff MSchneider MRWolf EHorny HPSchmidt HSchäffer AAKlein C,Klein C,Chromatin-remodeling factor SMARCD2 regulates transcriptional networks controlling differentiation of neutrophil granulocytes.,49,5,742-752,English,9216904,1061-4036,1546-1718,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28369036ng.383310.1038/ng.3833PMC5885283NIHMS9520032836903628369036pmc-id: PMC5885283;manuscript-id: NIHMS952003;,10.1038/ng.3833,2016/08/16 00:002017/03/10 00:002017/04/04 06:002017/09/19 06:002017/04/04 06:00,NA,1,6,Nature genetics,doi: 10.1038/ng.3833,2017 May;49(5):742-752
GSE93866,GSE93866_IDOE_GENE_EXPRESSION.xlsx,28087628,2017 Feb 15,2017 Jan 13,Development,Helsel ARYang QEOatley MJLord TSablitzky FOatley JM,Oatley JM,ID4 levels dictate the stem cell state in mouse spermatogonia.,144,4,624-634,English,8701744,0950-1991,1477-9129,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28087628dev.14692810.1242/dev.146928PMC53120402808762828087628pmc-id: PMC5312040;,10.1242/dev.146928,2016/11/11 00:002017/01/04 00:002017/01/15 06:002017/09/19 06:002017/01/15 06:00,NA,1,25,"Development (Cambridge, England)",doi: 10.1242/dev.146928,2017 Feb 15;144(4):624-634
GSE87706,GSE87706_SM_vs_RODI.txt.gz,28102347,2017 Jan 19,2017 Jan 19,Sci Rep,Fernández LGonzález SCampelo ABMartínez BRodríguez AGarcía P,García P,Low-level predation by lytic phage phiIPLA-RODI promotes biofilm formation and triggers the stringent response in Staphylococcus aureus.,7,NA,40965,English,101563288,NA,2045-2322,Journal Article,PubMed - indexed for MEDLINE,epublish,28102347srep4096510.1038/srep40965PMC52444182810234728102347pmc-id: PMC5244418;,10.1038/srep40965,2016/08/23 00:002016/12/13 00:002017/01/20 06:002017/01/20 06:002018/10/16 06:00,NA,1,7,Scientific reports,doi: 10.1038/srep40965,2017 Jan 19;7:40965
GSE93774,GSE93774_Full_gene_list-Control_vs_KO.csv.gz,30195448,2018 Dec,2018 Sep 7,Gastroenterology,Hagen SJAng LHZheng YKarahan SNWu JWang YECaron TJGad APMuthupalani SFox JG,Fox JG,Loss of Tight Junction Protein Claudin 18 Promotes Progressive Neoplasia Development in Mouse Stomach.,155,6,1852-1867,English,0374630,0016-5085,1528-0012,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,30195448S0016-5085(18)34930-810.1053/j.gastro.2018.08.041PMC6613545NIHMS10267643019544830195448pmc-id: PMC6613545;manuscript-id: NIHMS1026764;,10.1053/j.gastro.2018.08.041,2017/01/20 00:002018/08/12 00:002018/08/24 00:002018/09/10 06:002019/01/08 06:002018/09/10 06:00,NA,1,3,Gastroenterology,doi: 10.1053/j.gastro.2018.08.041,2018 Dec;155(6):1852-1867
GSE93684,GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,29286291,2017 Dec 29,2017 Dec 29,Int J Mol Sci,Gao HJLü XPZhang LQiao YZhao QWang YPLi MFZhang JL,Zhang JL,Transcriptomic Profiling and Physiological Analysis of Haloxylon ammodendron in Response to Osmotic Stress.,19,1,NA,English,101092791,NA,1422-0067,Journal Article,PubMed - indexed for MEDLINE,epublish,29286291ijms1901008410.3390/ijms19010084PMC57960342928629129286291pmc-id: PMC5796034;,10.3390/ijms19010084,2017/11/23 00:002017/12/23 00:002017/12/25 00:002017/12/30 06:002017/12/30 06:002018/07/25 06:00,NA,1,0,International journal of molecular sciences,pii: E84. doi: 10.3390/ijms19010084,2017 Dec 29;19(1)
GSE83265,GSE83265_gene_exp.diff.gz,28112734,2017 Mar,2017 Jan 23,Nat Med,Zhao XGuo YJiang CChang QZhang SLuo TZhang BJia XHung MCDong CLin X,Lin X,JNK1 negatively controls antifungal innate immunity by suppressing CD23 expression.,23,3,337-346,English,9502015,1078-8956,1546-170X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28112734nm.426010.1038/nm.4260PMC5592785NIHMS8348422811273428112734pmc-id: PMC5592785;manuscript-id: NIHMS834842;,10.1038/nm.4260,2016/05/25 00:002016/12/06 00:002017/01/24 06:002017/08/08 06:002017/01/24 06:00,Nat Rev Immunol. 2017 Feb 27;17(3):148-149. PMID: 28239167,1,12,Nature medicine,doi: 10.1038/nm.4260,2017 Mar;23(3):337-346
GSE80503,GSE80503_RNASeqProcessedDESeqData.xlsx,27585866,2016 Nov 2,2016 Sep 1,EMBO J,Chiacchiera FRossi AJammula SZanotti MPasini D,Pasini D,PRC2 preserves intestinal progenitors and restricts secretory lineage commitment.,35,21,2301-2314,English,8208664,0261-4189,1460-2075,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27585866embj.20169455010.15252/embj.201694550PMC50902132758586627585866pmc-id: PMC5090213;,10.15252/embj.201694550,2016/04/14 00:002016/08/10 00:002016/11/04 06:002017/07/18 06:002016/09/03 06:00,EMBO J. 2016 Nov 2;35(21):2268-2269. PMID: 27702755,1,12,The EMBO journal,NA,2016 Nov 2;35(21):2301-2314
GSE93620,GSE93620_gene_exp.diff.gz,29246169,2017 Dec 15,2017 Dec 15,Parasit Vectors,Feather CMHawdon JMMarch JC,March JC,Ancylostoma ceylanicum infective third-stage larvae are activated by co-culture with HT-29-MTX intestinal epithelial cells.,10,1,606,English,101462774,NA,1756-3305,Journal Article,PubMed - indexed for MEDLINE,epublish,2924616910.1186/s13071-017-2513-x10.1186/s13071-017-2513-xPMC57310582924616929246169pmc-id: PMC5731058;,10.1186/s13071-017-2513-x,2017/01/24 00:002017/10/31 00:002017/12/17 06:002017/12/17 06:002018/07/17 06:00,NA,1,0,Parasites & vectors,doi: 10.1186/s13071-017-2513-x,2017 Dec 15;10(1):606
GSE81100,GSE81100_youngARSER_output.txt.gz,28221375,2017 Feb 21,2017 Feb 21,Nat Commun,Kuintzle RCChow ESWestby TNGvakharia BOGiebultowicz JMHendrix DA,Hendrix DA,Circadian deep sequencing reveals stress-response genes that adopt robust rhythmic expression during aging.,8,NA,14529,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,28221375ncomms1452910.1038/ncomms14529PMC53217952822137528221375pmc-id: PMC5321795;,10.1038/ncomms14529,2016/11/01 00:002017/01/09 00:002017/02/22 06:002017/02/22 06:002018/11/27 06:00,NA,1,13,Nature communications,doi: 10.1038/ncomms14529,2017 Feb 21;8:14529
GSE81100,GSE81100_old_ARSER_output.txt.gz,28221375,2017 Feb 21,2017 Feb 21,Nat Commun,Kuintzle RCChow ESWestby TNGvakharia BOGiebultowicz JMHendrix DA,Hendrix DA,Circadian deep sequencing reveals stress-response genes that adopt robust rhythmic expression during aging.,8,NA,14529,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,28221375ncomms1452910.1038/ncomms14529PMC53217952822137528221375pmc-id: PMC5321795;,10.1038/ncomms14529,2016/11/01 00:002017/01/09 00:002017/02/22 06:002017/02/22 06:002018/11/27 06:00,NA,1,13,Nature communications,doi: 10.1038/ncomms14529,2017 Feb 21;8:14529
GSE83717,GSE83717_FPKMs_pvalue_matrices.txt.gz,28081703,2017 Jan 12,2017 Jan 12,BMC Pulm Med,Vukmirovic MHerazo-Maya JDBlackmon JSkodric-Trifunovic VJovanovic DPavlovic SStojsic JZeljkovic VYan XHomer RStefanovic BKaminski N,Kaminski N,"Identification and validation of differentially expressed transcripts by RNA-sequencing of formalin-fixed, paraffin-embedded (FFPE) lung tissue from patients with Idiopathic Pulmonary Fibrosis.",17,1,15,English,100968563,NA,1471-2466,Journal Article,PubMed - indexed for MEDLINE,epublish,2808170310.1186/s12890-016-0356-410.1186/s12890-016-0356-4PMC52280962808170328081703pmc-id: PMC5228096;,10.1186/s12890-016-0356-4,2016/04/14 00:002016/12/20 00:002017/01/14 06:002017/01/14 06:002017/11/03 06:00,NA,1,8,BMC pulmonary medicine,doi: 10.1186/s12890-016-0356-4,2017 Jan 12;17(1):15
GSE83541,GSE83541_All_Genes_ZnfTG_Muscle_DESeq2_38.txt.gz,27624101,2016 Nov 1,2016 Sep 13,Am J Physiol Endocrinol Metab,Charrier AWang LStephenson EJGhanta SVKo CWCroniger CMBridges DBuchner DA,Buchner DA,Zinc finger protein 407 overexpression upregulates PPAR target gene expression and improves glucose homeostasis in mice.,311,5,E869-E880,English,100901226,0193-1849,1522-1555,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27624101ajpendo.00234.201610.1152/ajpendo.00234.2016PMC51303582762410127624101pmc-id: PMC5130358;,10.1152/ajpendo.00234.2016,2016/06/17 00:002016/08/16 00:002016/09/10 00:002016/09/15 06:002017/06/29 06:002016/09/15 06:00,NA,1,4,American journal of physiology. Endocrinology and metabolism,doi: 10.1152/ajpendo.00234.2016,2016 Nov 1;311(5):E869-E880
GSE93280,GSE93280_gene_exp.diff.gz,28132025,2017 May 5,NA,Nucleic Acids Res,Hu TPi WZhu XYu MHa HShi HChoi JHTuan D,Tuan D,Long non-coding RNAs transcribed by ERV-9 LTR retrotransposon act in cis to modulate long-range LTR enhancer function.,45,8,4479-4492,English,0411011,0305-1048,1362-4962,Journal Article,PubMed - indexed for MEDLINE,ppublish,28132025gkx05510.1093/nar/gkx055PMC54168472813202528132025pmc-id: PMC5416847;,10.1093/nar/gkx055,2016/11/20 00:002017/01/23 00:002017/01/31 06:002017/09/07 06:002017/01/30 06:00,NA,1,2,Nucleic acids research,doi: 10.1093/nar/gkx055,2017 May 5;45(8):4479-4492
GSE93280,GSE93280_isoform_exp.diff.gz,28132025,2017 May 5,NA,Nucleic Acids Res,Hu TPi WZhu XYu MHa HShi HChoi JHTuan D,Tuan D,Long non-coding RNAs transcribed by ERV-9 LTR retrotransposon act in cis to modulate long-range LTR enhancer function.,45,8,4479-4492,English,0411011,0305-1048,1362-4962,Journal Article,PubMed - indexed for MEDLINE,ppublish,28132025gkx05510.1093/nar/gkx055PMC54168472813202528132025pmc-id: PMC5416847;,10.1093/nar/gkx055,2016/11/20 00:002017/01/23 00:002017/01/31 06:002017/09/07 06:002017/01/30 06:00,NA,1,2,Nucleic acids research,doi: 10.1093/nar/gkx055,2017 May 5;45(8):4479-4492
GSE80597,GSE80597_Processed_data_cuffdiff_output.txt.gz,28034872,2016 Dec 29,2016 Nov 15,Blood,Wang JWissink EMWatson NBSmith NLGrimson ARudd BD,Rudd BD,Fetal and adult progenitors give rise to unique populations of CD8+ T cells.,128,26,3073-3082,English,7603509,0006-4971,1528-0020,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28034872blood-2016-06-72536610.1182/blood-2016-06-725366PMC52010962803487228034872pmc-id: PMC5201096;,10.1182/blood-2016-06-725366,2016/06/29 00:002016/11/09 00:002016/12/31 06:002016/12/31 06:002017/08/02 06:00,NA,1,3,Blood,doi: 10.1182/blood-2016-06-725366,2016 Dec 29;128(26):3073-3082
GSE89364,GSE89364_mav_RNASeq_exp_deqiangs.xlsx,27926863,2016 Dec 6,NA,Cell Rep,Matatall KAJeong MChen SSun DChen FMo QKimmel MKing KY,King KY,Chronic Infection Depletes Hematopoietic Stem Cells through Stress-Induced Terminal Differentiation.,17,10,2584-2595,English,101573691,NA,2211-1247,Journal Article,PubMed - indexed for MEDLINE,ppublish,27926863S2211-1247(16)31589-310.1016/j.celrep.2016.11.031PMC5161248NIHMS8312962792686327926863pmc-id: PMC5161248;manuscript-id: NIHMS831296;,10.1016/j.celrep.2016.11.031,2015/12/24 00:002016/10/02 00:002016/11/09 00:002016/12/08 06:002016/12/08 06:002017/11/29 06:00,NA,1,25,Cell reports,doi: 10.1016/j.celrep.2016.11.031,2016 Dec 6;17(10):2584-2595
GSE83819,GSE83819_gene_exp.diff.gz,28011318,2017 Jan,2016 Dec 21,Fungal Genet Biol,Teertstra WRTegelaar MDijksterhuis JGolovina EAOhm RAWösten HAB,Wösten HAB,Maturation of conidia on conidiophores of Aspergillus niger.,98,NA,61-70,English,9607601,1087-1845,1096-0937,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28011318S1087-1845(16)30156-610.1016/j.fgb.2016.12.0052801131828011318,10.1016/j.fgb.2016.12.005,2016/07/13 00:002016/12/12 00:002016/12/19 00:002016/12/25 06:002017/12/09 06:002016/12/25 06:00,NA,1,3,Fungal genetics and biology : FG & B,doi: 10.1016/j.fgb.2016.12.005,2017 Jan;98:61-70
GSE66155,GSE66155_regulation.txt.gz,26001795,2015 Jul,2015 May 22,RNA,Küspert MMurakawa YSchäffler KVanselow JTWolf EJuranek SSchlosser ALandthaler MFischer U,Fischer U,LARP4B is an AU-rich sequence associated factor that promotes mRNA accumulation and translation.,21,7,1294-305,English,9509184,1355-8382,1469-9001,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26001795rna.051441.11510.1261/rna.051441.115PMC44783482600179526001795pmc-id: PMC4478348;,10.1261/rna.051441.115,2015/02/18 00:002015/04/02 00:002015/05/24 06:002015/05/24 06:002015/09/29 06:00,NA,1,8,"RNA (New York, N.Y.)",doi: 10.1261/rna.051441.115,2015 Jul;21(7):1294-305
GSE60177,GSE60177_PseudomonasDESeq.txt.gz,26290475,2015 Aug 20,2015 Aug 20,Sci Rep,Pederick VGEijkelkamp BABegg SLWeen MPMcAllister LJPaton JCMcDevitt CA,McDevitt CA,ZnuA and zinc homeostasis in Pseudomonas aeruginosa.,5,NA,13139,English,101563288,NA,2045-2322,Journal Article,PubMed - indexed for MEDLINE,epublish,26290475srep1313910.1038/srep13139PMC45421582629047526290475pmc-id: PMC4542158;,10.1038/srep13139,2015/03/30 00:002015/07/21 00:002015/08/21 06:002015/08/21 06:002016/08/17 06:00,NA,1,19,Scientific reports,doi: 10.1038/srep13139,2015 Aug 20;5:13139
GSE93021,GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-DSP-TP_VS_LL-YY,28225810,2017,2017 Feb 22,PLoS One,Wang ZLi QChamba YZhang BShang PZhang HWu C,Wu C,Correction: Identification of Genes Related to Growth and Lipid Deposition from Transcriptome Profiles of Pig Muscle Tissue.,12,2,e0172930,English,101285081,NA,1932-6203,Published Erratum,PubMed,NA,2822581010.1371/journal.pone.0172930PONE-D-17-06034PMC53214142822581028225810pmc-id: PMC5321414;,10.1371/journal.pone.0172930,2017/02/23 06:002017/02/23 06:002017/02/23 06:01,PLoS One. 2015 Oct 27;10(10):e0141138. PMID: 26505482,1,1,PloS one,doi: 10.1371/journal.pone.0172930,2017;12(2):e0172930
GSE93021,GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-DSP-TP,28225810,2017,2017 Feb 22,PLoS One,Wang ZLi QChamba YZhang BShang PZhang HWu C,Wu C,Correction: Identification of Genes Related to Growth and Lipid Deposition from Transcriptome Profiles of Pig Muscle Tissue.,12,2,e0172930,English,101285081,NA,1932-6203,Published Erratum,PubMed,NA,2822581010.1371/journal.pone.0172930PONE-D-17-06034PMC53214142822581028225810pmc-id: PMC5321414;,10.1371/journal.pone.0172930,2017/02/23 06:002017/02/23 06:002017/02/23 06:01,PLoS One. 2015 Oct 27;10(10):e0141138. PMID: 26505482,1,1,PloS one,doi: 10.1371/journal.pone.0172930,2017;12(2):e0172930
GSE93021,GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-LL-YY,28225810,2017,2017 Feb 22,PLoS One,Wang ZLi QChamba YZhang BShang PZhang HWu C,Wu C,Correction: Identification of Genes Related to Growth and Lipid Deposition from Transcriptome Profiles of Pig Muscle Tissue.,12,2,e0172930,English,101285081,NA,1932-6203,Published Erratum,PubMed,NA,2822581010.1371/journal.pone.0172930PONE-D-17-06034PMC53214142822581028225810pmc-id: PMC5321414;,10.1371/journal.pone.0172930,2017/02/23 06:002017/02/23 06:002017/02/23 06:01,PLoS One. 2015 Oct 27;10(10):e0141138. PMID: 26505482,1,1,PloS one,doi: 10.1371/journal.pone.0172930,2017;12(2):e0172930
GSE87495,GSE87495_results_dds_gencode22.csv.gz,28273136,2017 Mar,2017 Mar 8,PLoS Genet,Shadle SCZhong JWCampbell AEConerly MLJagannathan SWong CJMorello TDvan der Maarel SMTapscott SJ,Tapscott SJ,DUX4-induced dsRNA and MYC mRNA stabilization activate apoptotic pathways in human cell models of facioscapulohumeral dystrophy.,13,3,e1006658,English,101239074,1553-7390,1553-7404,Journal Article,PubMed - indexed for MEDLINE,NA,2827313610.1371/journal.pgen.1006658PGENETICS-D-16-02130PMC53622472827313628273136pmc-id: PMC5362247;,10.1371/journal.pgen.1006658,2016/09/26 00:002017/02/26 00:002017/03/22 00:002017/03/09 06:002017/06/07 06:002017/03/09 06:00,NA,1,14,PLoS genetics,doi: 10.1371/journal.pgen.1006658,2017 Mar;13(3):e1006658
