PubMedIds,citations
22615383,82
30353166,2
30228260,4
30037817,6
30078555,5
29720521,9
29202483,32
30456345,7
29228146,4
28818870,3
28535780,5
28486945,7
27193996,12
27462873,23
27386569,42
26504231,22
26177368,5
25802149,53
25616871,51
25551752,6
24898756,53
24629056,66
24248388,44
24055059,57
20042087,134
30659202,5
30087332,11
30068984,6
30323285,20
29650642,5
29261681,0
28991892,131
28844648,6
28860383,74
28548877,16
28329687,9
27306334,9
27477281,18
27294511,117
26826202,17
27339986,41
27185949,33
26901814,29
26656874,10
26175413,64
23383028,27
22940246,236
22140575,25
20798317,292
30718849,7
29467410,14
30254094,20
29741478,7
29428562,4
29417875,1
28924246,5
27589875,28
27504807,7
27329541,17
26952984,7
26530316,30
26523393,20
25910207,187
25558066,330
25503246,25
24928582,19
23834071,55
23812753,44
23324545,58
23828890,895
22992523,200
20592237,64
30827930,1
30523328,18
30082728,8
29364878,65
29249358,45
29228002,2
28803915,29
28416284,15
28366642,28
28056792,5
26812355,8
26787877,1
26255770,43
26393539,10
25802367,34
25428615,56
25006232,74
24608128,33
25422356,39
24709818,31
31775039,0
30510198,14
30037979,4
30046113,53
30046111,109
30021144,50
29662171,8
29149296,3
28939823,15
28991910,17
28723562,31
27474441,19
27320198,49
27015306,183
26773039,15
26494788,28
26280576,65
25469543,38
24725595,34
24835587,36
24176670,11
24360957,33
23917615,13
22383036,5589
21867929,191
30595452,50
30696739,2
30012732,1
29915154,4
29632245,4
29642017,12
29532865,2
29584733,3
29398116,52
29070831,1
29149607,45
28985358,9
29023454,12
28930659,19
28689736,4
27270440,49
27733378,14
27806299,13
27618312,26
27230130,15
27252083,23
25959814,20
25538139,120
22454538,53
31492853,2
30220500,6
30089906,118
29898899,15
29666308,20
29329517,10
29500225,21
29548011,18
29364887,10
29076502,11
29063830,15
28930685,136
28502803,10
28619823,5
28648659,138
28361918,14
28049706,3
27034466,13
26765774,23
25303530,77
24412976,125
24877565,55
22029708,16
30737373,15
30405610,2
30139326,2
29674595,75
29523590,9
29777057,2
28521042,5
28485378,8
28347403,12
28230109,10
27993980,2
28147265,17
27626371,93
27382138,10
26165925,74
25491312,29
25680807,12
25283346,10
24927157,1
24837103,163
24781209,27
22884873,7
23034120,39
22341451,302
21257907,202
30572819,6
30223853,3
30231992,12
29937146,3
29955039,2
29028222,12
29324753,5
28820341,0
28874566,12
28166218,35
28297668,20
28249159,26
27873103,13
28230862,12
27918582,11
27580721,77
27484949,30
26546131,35
26245375,267
26087164,216
25512558,60
25480297,508
23555009,71
22179133,86
31068418,5
30605674,8
30277475,0
28705894,9
28850571,14
28806763,5
28473584,224
28347287,17
28067906,38
27191515,9
26859686,17
26807845,13
26321202,55
26231746,8
25517091,161
26495981,63
24738887,17
24030150,22
23555196,73
23211523,15
24142927,18
22008187,115
19884261,261
30467592,1
29797457,4
30377295,7
30467144,33
30349116,13
30231016,6
30135866,5
29511024,1
28964699,22
28662633,2
28614297,107
28607482,71
28614721,14
27899360,18
28071588,9
28928283,5
27068104,16
26863410,184
26969725,16
26748710,33
26032664,7
25488971,39
25381879,137
22213813,32
31820734,0
30136421,8
30145359,32
30455465,5
30126922,3
29479066,2
29490948,5
29439024,102
29376887,13
29269498,1
29298830,2
29273624,12
29276143,45
29280736,10
29020624,100
28630090,4
28083709,29
28263309,123
28214226,111
27595231,21
27703239,18
27492371,19
22002653,169
30631056,10
30567594,0
30070011,0
30201712,11
30183726,0
29627388,12
29153392,14
29222412,29
28761067,20
28659357,3
28431938,8
28009287,21
27999286,1
27645561,6
27364557,27
27425622,105
27025651,36
27138336,26
26763747,2
26483456,252
26261309,84
25406324,14
25306245,109
23733475,40
22499665,41
31337083,0
30949693,0
30626972,35
30448228,7
30121393,4
30157427,19
29847803,4
29759984,8
29263385,12
28871058,6
29059322,6
27124452,678
27246574,12
26686628,25
26001963,18
25957691,568
25849374,10
25604890,3
25359977,122
23969834,67
23519614,66
23467089,367
22121019,200
20009012,169
31208332,0
30297159,2
30541630,0
30232284,6
29870545,1
29712618,2
29546367,5
29271044,3
29116224,9
28687780,4
28827334,21
28487382,6
28135720,47
28011883,11
26337778,12
27160912,27
26541607,80
26415882,66
25989023,25
26053166,23
25658338,39
24631284,127
25008173,88
23029449,115
20444704,126
30604758,4
30272558,8
30076409,12
29777026,8
29898984,2
29570050,10
28882900,6
27325136,16
27315811,61
27017310,248
27068464,54
26896445,74
26942678,25
26727548,457
27481239,15
26470019,4
26297764,50
25608970,45
26546448,50
25614607,31
25385800,18
25122696,68
23389473,56
21765417,165
30409062,3
30526554,1
30139969,0
30149967,6
30180872,3
30029003,10
29072299,23
28877527,21
28627474,5
28459462,19
28346506,6
29106412,23
27530426,10
27378792,7
26200659,30
25001289,16
24381111,34
24757007,55
24413732,191
23850290,271
23222703,1690
22276113,18
30598543,3
30286182,3
30063705,8
29791846,5
29244142,3
29376888,21
29358654,37
29275859,132
29129929,8
28878260,6
29069603,22
28611215,40
28348272,4
28091529,48
27515123,13
26959607,12
26540162,9
26182405,59
26144553,7
24650217,9
22615765,100
22186733,35
20336137,819
20194736,70
31885205,0
31467287,0
30385858,1
30275516,20
29903879,36
29742302,4
29736022,37
29713015,11
29458553,4
29233982,5
29083321,10
29027902,5
28162994,7
28068922,8
27979994,14
27760161,2
27208977,48
26850657,51
26034286,61
24658785,6
25219497,57
24753152,18
22991471,24
22537016,79
31469403,0
30344015,23
30143613,8
29581526,11
29339782,5
29797538,2
29337114,13
29304344,31
28614801,13
28276452,1
27795423,3
28138513,9
27667365,164
26733251,19
25789706,25
25615592,19
25330172,18
24799717,49
24637641,37
24523458,31
25009286,7
24153179,128
23192226,44
30487368,3
30573846,27
30190477,11
29358694,6
30089721,2
29478923,14
29378331,2
30260431,3
29348261,12
29101021,12
29229852,9
28867147,24
27641957,74
27432954,32
27329479,3
26952251,13
26711333,89
26084502,49
25901029,34
23629695,79
22547686,85
19096707,27
30894694,2
30478449,7
30457979,3
29720585,8
30146490,4
30125329,3
29741668,3
29747589,4
29643512,127
29294085,6
29247215,5
28432397,2
28477138,11
27653680,9
27090946,103
26759178,63
26586224,12
26308897,87
25737013,90
25437563,39
23664763,250
23317700,9
22500802,198
19903869,189
31278265,2
30305631,8
30190464,10
30013107,3
29861175,34
29665133,3
29547900,16
29986055,6
29069456,2
29173899,11
29085072,6
28874555,7
28258189,5
27382183,28
27044095,1
26917685,38
26857681,19
26466817,7
26241044,18
25259922,365
24714562,47
20660762,164
31578521,2
30428392,1
30504125,0
30097573,14
30076099,53
29622725,36
29531064,5
29371425,43
29297464,13
30228204,6
28630030,11
28971956,13
28531178,13
28242613,14
28234895,12
27926863,45
27795388,31
26805575,42
26680198,59
26496802,66
25896974,45
25855195,50
25503965,41
24302569,167
22981692,357
30516472,6
29374171,19
29970174,5
29632203,16
29268096,15
28939678,12
28883544,7
29118048,9
28920955,21
28274610,6
28778885,3
28446706,3
27296516,13
27281349,14
26954547,22
26940862,5
27094992,33
26586842,7
26564201,4
25714999,17
24613396,31
23377542,39
30999914,6
30842658,20
30462277,3
30478423,46
30297406,7
30103450,0
30010540,1
29670286,11
29557781,6
28757599,5
28621310,19
28592500,16
28566089,29
28434940,6
28061332,69
27939672,67
27374225,9
27162210,4
24850719,29
25354782,11
24249296,31
24130677,22
20445163,95
30948713,3
30538336,11
30127440,20
30482222,7
30065024,4
30152752,1
29899023,19
29747587,8
29249357,19
28916540,9
28864533,12
28817799,96
29036633,14
28715440,4
28420691,14
28169492,3
28506985,7
28011690,42
27434270,5
25129481,308
25176646,61
22975303,33
30833571,2
30548162,2
30911355,5
30559431,10
30559436,3
30343673,4
30239772,2
29722913,3
29220513,1
29662178,18
29662164,48
29209045,8
29020633,8
28704530,12
28042091,6
28346137,6
28228285,129
27637145,42
27487330,127
27373332,112
25880983,28
25953344,18
24630726,67
24056747,173
20398323,47
31913116,0
31744914,0
30420784,3
30557298,3
30382079,3
30379943,1
30079618,0
29602771,11
28864529,7
28759028,145
28515293,6
28604718,29
28207192,3
28449707,11
27892494,124
27625374,22
26902285,39
26504244,14
25051960,116
24910100,102
24696474,23
30970257,3
30541083,2
30507610,5
30449713,46
30429088,4
29942092,87
29723194,8
29598827,2
29462139,11
28945229,8
30016497,0
29273066,12
29229900,9
28920924,14
28813659,15
28025318,16
27099234,82
27080105,146
27023358,53
26437858,34
25970242,123
25938714,130
26098572,48
25409145,224
24727288,36
31596956,0
30382110,2
30224801,13
30332641,9
29342370,8
29134693,16
28942919,21
28837672,8
28636937,4
28039360,4
27545331,11
27713405,42
27237739,31
26916546,27
26724866,222
26732698,28
26040280,15
25651210,12
25369033,16
24973819,93
24162736,197
24043806,29
23851338,13
22661711,77
18668037,2559
30388455,72
30041684,17
29440177,15
29079634,3
28939687,5
28642475,3
28526842,4
29111977,7
28325871,10
28403200,7
28193870,35
27941248,36
27984727,19
27309357,6
27247289,5
26568324,12
26482908,11
26371508,42
26116072,30
24647608,28
25476502,44
24987116,23
23954783,21
22660326,1593
30631149,0
30575730,14
30254319,5
29725010,5
30428345,13
30205482,5
29950719,28
29886109,25
29933745,2
29769441,3
29457796,81
28504676,18
28384097,9
28297567,9
27913140,13
29106399,15
28924038,7
28814567,8
27856763,15
26209429,66
26258415,53
24776842,14
23644151,42
23750245,48
22835905,51
30820351,5
30733432,6
30841905,4
30642670,1
30190514,7
29728617,9
29741809,6
29053721,4
28420548,15
28569745,50
28723918,5
28000665,26
27720607,65
27258612,22
26876614,7
26821746,56
26722000,74
25885816,7
23979844,23
21814281,108
21654674,184
30380057,1
30032201,1
30307069,3
29939130,16
29314553,6
29666189,5
28588017,3
28581511,41
28417461,9
28255028,21
28256534,23
27236063,9
27981894,5
28724634,9
27431763,12
27380029,14
27100965,18
27515280,20
25646475,9
25617415,18
26158727,49
25299594,37
24739965,585
30692220,3
30934014,2
30042172,7
29997263,5
29887374,26
29678445,4
29784793,3
29196464,41
29133896,5
28893374,20
28855242,25
27587343,0
26917114,13
27295554,80
27002153,12
26911688,27
26213329,25
26198296,19
25480920,34
25017071,84
24770714,25
21795385,108
30718778,2
30241526,7
30157437,4
29855337,25
29762122,7
29288200,24
29026081,12
28432220,19
28179190,11
28147284,19
27776108,106
26794130,11
26907613,72
26856411,13
26843655,14
26637796,111
26329458,80
26305499,58
26054396,16
25813522,94
25680078,32
24948085,11
23872847,77
23426436,49
22751099,306
30793044,4
30792386,5
31015567,2
30760578,16
30626314,0
30121621,1
29967419,12
29422500,10
29255171,22
28698371,7
27646534,21
28344080,361
28219948,11
27941795,57
27855702,112
27512124,24
27471252,135
27384705,25
26429969,31
25869931,29
25714464,18
24758366,79
24141493,375
18451266,1535
31188636,0
30104715,9
30253806,6
29706544,4
29514091,21
28647567,21
28893947,7
28973433,5
28562591,86
28591582,6
28323953,11
28423062,22
28351383,45
28067246,29
27653692,6
27422554,31
27385131,4
27183621,2
27133168,105
26489895,37
25805852,22
25704813,21
25412662,263
20711195,444
20452967,49
30692203,13
30643263,40
30120246,3
30463021,9
30091978,2
29490938,7
29617675,21
28781121,33
28583064,3
28575117,11
29196450,44
27605472,14
26895835,4
26428397,21
26034101,54
25752243,122
24995981,84
24865553,28
24757056,44
24725406,99
23911289,80
23615609,200
23502161,25
21892187,54
30605667,0
30679186,6
30135572,4
30355487,2
30270042,26
30041657,5
29352181,8
29258446,1
28500237,15
28118853,4
27783593,79
27816064,7
27833043,2
27411634,51
26677864,26
26783963,33
26523391,21
25653011,14
25601205,20
25395539,91
25159147,274
24195453,25
24130471,18
23222520,518
30567500,0
30517868,17
30389936,5
30311912,4
29972777,14
29669280,8
28971975,10
28860478,15
29138278,16
28904012,17
28652368,9
28468958,8
28526785,9
28095419,25
27428254,3
26804902,37
26305953,35
26000488,1633
25866388,74
25749382,25
24882217,102
24997608,168
24054872,70
23818596,71
30530525,6
30670059,6
30257965,5
30367166,7
30240513,5
29568077,7
29540799,28
30346969,0
30178747,6
29531310,12
28966034,37
28965765,32
28528700,68
28248965,16
28087664,16
28103793,14
27923766,19
26836306,51
26673144,4
25719671,413
25723170,173
24481529,23
22808168,109
29558367,17
29673856,4
29809154,12
29466745,31
29146998,9
28821716,6
28555639,7
28213379,18
28441533,25
28393889,8
27889452,38
26868908,7
26951227,91
26903243,20
26231117,78
24874989,48
24658125,12
25517467,73
23263233,253
21051641,29
20179022,203
29440233,5
30885929,3
30068527,0
30165855,6
29713060,2
29608179,609
29727681,26
29314018,12
28912016,16
28483876,7
27475627,11
28462073,40
28270558,11
28089671,9
28103240,18
27183590,7
25263445,23
25607844,31
25976351,24
26314708,15
25673652,16
25755280,10
23791531,205
30789900,2
30558267,0
30166336,3
30355484,3
30146410,7
30082786,8
30078729,24
30080890,19
29980650,38
29980617,10
29269042,4
29129683,15
28963680,5
28508748,32
28242684,10
28263985,16
28085667,14
26861020,17
26752646,98
25849900,710
25219850,79
25038515,18
22826563,137
22101243,18
31666652,0
31167971,3
30580964,25
30533021,1
29748571,17
30209221,4
30253781,2
30231850,2
30135298,3
30064382,4
29703144,4
29377961,2
29083322,10
28625551,77
28562594,120
27288403,34
26746790,5
27189161,10
27009448,67
26906734,32
25119046,93
24554078,74
30413725,3
29555772,18
29539641,83
29486719,1
29133375,27
29167569,38
29140247,15
28507058,8
28582527,3
28366589,29
28442597,30
28053121,19
28191887,14
27966061,3
27876874,27
27505670,77
27018591,3
26774473,2
25757056,16
26053097,44
24243796,31
24285714,189
23962925,110
23660593,30
31426861,0
30487242,1
29980684,17
29486229,11
29672715,15
29648536,1
29931324,2
28694329,9
27498867,24
27287799,13
27378374,46
26989192,7
26801768,10
26678037,18
26189680,184
25975661,45
24856970,322
25208476,84
24077223,245
23332745,386
23340501,30
22232676,132
22614838,2
30620902,3
30720195,2
30041471,2
29610328,5
29358039,11
29223976,6
29234000,16
29033353,20
27869171,6
28404865,124
28069607,23
27641501,94
27634414,5
27226548,4
27212436,78
26944551,8
27754853,9
26369286,33
26586179,24
26432862,80
25556567,31
24813617,233
24452013,24
23812039,33
23028873,13
30799279,23
29789598,41
30154153,2
30063206,3
29987051,6
29911973,6
29324767,2
28651367,1
29206102,9
28783139,17
28581500,19
27848950,31
28468969,13
28249907,5
28093458,21
27716579,5
27635046,24
26119729,21
26440048,17
25124925,55
25057911,26
24746818,54
24244201,38
23705625,45
31173102,0
30538157,5
30606613,59
30449506,4
30139873,38
29704517,10
29793441,3
28887412,10
28538178,7
28181494,38
27827819,9
27453471,51
27349893,17
27296698,19
26614740,13
27141053,8
26526725,62
26331722,7
25757888,29
24920558,13
22864289,108
22235189,59
20620952,404
29880867,10
30404014,4
30239859,1
29559448,6
29211718,25
28821885,16
28640357,1
29020632,15
28792546,9
28049741,31
27940919,19
27568519,14
26902283,157
26853473,308
26609053,18
26515061,11
26621749,67
25818647,147
25170018,89
24594682,49
23028361,29
22291923,21
29955049,14
30181242,14
29578408,6
29380438,1
29249692,39
29255150,9
29234017,8
29097124,11
28598284,20
28369619,21
28188910,7
28346451,212
28348214,13
28009300,6
27919077,150
27401344,38
27562253,54
27135601,20
26314710,32
26051178,70
25888235,17
25525875,233
25452276,94
21324010,25
19936292,73
31274236,1
29483303,31
30503141,12
30629181,1
30042402,2
30017245,48
29795541,47
29440125,9
29282321,14
28851704,49
28522613,6
28329689,32
27599372,13
26751173,167
26799317,32
26678836,10
26378784,29
25416951,91
24884414,20
24341334,15
23881398,73
22661231,132
22373576,24
30679557,2
31033440,5
30126901,5
29634432,0
29380464,4
29273013,3
29233099,2
28798320,6
28851745,6
28568895,5
28504707,35
28130298,11
28207814,14
28978645,5
28003194,5
27365293,9
27229140,72
27210763,25
26982580,10
25849130,167
24838567,208
23941402,44
23160490,246
21829707,80
29991720,3
29752288,2
29580866,10
30044992,10
30016375,0
29650777,9
29562175,8
29339449,4
29231925,3
29272270,5
28938907,4
27721404,13
28381206,8
28199302,14
28191885,38
27758858,23
27551092,29
26996598,49
26100017,21
25448820,7
24104396,51
25188243,78
24478989,10
24171104,44
31117952,0
30374129,11
30057274,8
29625057,83
29335530,37
28798065,31
28854222,14
28768181,43
28467935,29
27746047,10
27422173,7
27419872,94
27045844,173
26927796,11
26878240,33
26518483,22
26305935,14
25383527,39
22708644,32
21813626,53
21637832,86
21177959,97
30938288,0
30274972,11
30131320,7
29755131,10
29540501,8
29483128,37
29353102,7
29208638,19
28079179,6
27621432,43
27183606,2
27019205,6
26078362,3
26208853,14
25788694,38
25800779,136
25391375,50
25457180,89
25217583,13
23390196,24
21804560,642
31299079,2
30415998,34
30139917,7
30012592,4
29867192,20
29426067,8
29606616,1
29415894,3
28760967,21
28675155,45
28830102,11
28434617,68
27376769,89
27197205,25
27098914,5
27093186,37
26644564,253
25714927,37
25519907,36
25523483,44
24504336,31
24445999,195
23861870,19
22626843,18
30653955,1
30153076,5
29523860,1
30209067,3
30017821,3
28968917,5
29158442,2
27893714,20
28193671,11
28459043,9
28212376,22
27835693,14
27506312,1
27720640,36
27477290,8
27147598,104
27484474,15
26586225,36
25972536,30
25274727,122
25061722,6
23898399,246
22199257,17
21171994,67
30289747,3
30198843,3
29946000,16
29937143,6
30456348,1
30228881,6
29133310,21
28751729,5
28783173,10
28338755,20
27889185,33
27917918,12
27693023,163
27164560,18
27359099,1
26795843,12
26227973,16
26282327,41
25411354,44
25201959,79
24474761,140
23665231,121
30828924,4
30664768,9
30395643,1
30455688,7
29400712,21
29212479,12
28892471,50
28846101,40
28363967,6
28912267,20
27172195,6
25596178,31
26369556,15
26278040,10
26125937,13
26028533,15
26078285,35
25848754,65
25480299,103
25201068,33
24860184,35
24098394,28
22820318,635
22566621,32
30742122,58
30487570,0
30153436,0
30202015,14
30089904,96
30001199,21
29158432,7
29129376,48
28447610,14
27802301,4
27484239,23
27418407,17
26522722,16
27001747,55
26502406,82
26465111,27
26177052,4
26060301,344
26402604,92
25501487,21
23324121,11
31533654,0
30143592,5
29866747,6
29643228,26
29191790,1
29466941,5
28941257,11
28970536,7
28949290,7
28645154,10
28792927,114
28746308,58
28373076,9
28392220,5
27500495,8
27498859,25
26747286,17
27474718,13
26945667,8
26184084,28
25527439,32
26078269,14
24987964,29
24485159,31
24239293,32
30294829,1
30590052,1
30446383,2
30385464,57
30208853,5
30154549,15
29408885,2
28718511,9
28823558,137
28826497,15
28767039,5
27892643,30
27959342,27
27613580,39
27667363,39
27477275,21
25961929,8
26305463,9
25824840,11
25489233,14
24745332,152
25279933,41
23016559,47
22112802,212
20436464,7077
30295714,5
31665133,0
30191958,4
30500812,1
29794063,14
29731167,25
29720215,5
29688430,1
29309035,17
29301971,4
29138513,3
27544825,17
27883889,21
27061420,18
27501838,24
27527166,0
26886793,83
25378320,12
24081429,26
23107454,12
22378788,22
22034492,122
31081754,2
29983388,5
29309048,49
29030486,19
29259317,2
27652799,16
28421818,33
28579529,1
28700945,26
28487476,10
28158971,24
28061811,10
27050947,28
26766592,163
27811054,19
26203562,7
26420838,14
24200680,109
24393468,67
23898035,45
23535838,55
23440410,3
24270455,21
22952684,70
31145783,2
30195448,9
29472603,6
30270043,11
29809168,2
29791859,17
28821707,3
29045388,93
28759050,29
27759007,33
27624486,48
27289019,3
26387537,22
26966169,35
26678338,58
26651603,34
26098448,78
25803026,14
24762535,299
24591624,263
21811850,113
30297694,0
30078731,14
30089268,1
29773643,18
29180595,33
28967863,27
28701342,4
28495677,13
28607084,1
28494868,260
28190773,50
27730721,10
27863225,32
27694846,31
27641228,7
27474165,26
26863206,1
27362806,9
26147648,20
25933067,2
25501661,12
24014546,46
23844023,30
23680149,99
30445039,8
29624168,10
29499164,14
29438013,13
29133557,3
28923553,15
29233944,21
29074850,5
28833065,4
28302135,6
28265070,24
28102347,15
27536004,9
27325665,74
27456471,28
27376032,16
26903558,7
26657765,34
25421723,11
24733888,15
24554440,44
23385483,66
23064439,157
22970263,58
31263129,4
30224536,1
30181244,13
29295957,1
29133794,23
28814511,4
28831000,21
28611046,18
27528462,32
28600326,3
27760329,17
27588899,16
27418512,34
27303044,4
27109826,41
26676643,45
25637356,49
25306246,103
25013076,441
23392610,227
23092952,18
22851689,43
22634760,94
22265405,122
30926929,0
30527760,3
30472158,3
30543522,3
29902774,19
29752281,4
29681453,28
29378945,6
29239721,4
29100014,26
28798046,229
28854372,25
28180284,13
27293492,3
27248322,21
25919951,11
26585233,37
25758767,39
26083238,13
25079319,229
25092792,17
23625950,58
21325139,132
20671182,1147
30476189,2
30575749,15
30171875,1
29643397,4
30385720,6
30300582,7
30208113,1
29915024,3
29514917,7
28416808,14
28195124,17
28193224,14
27542829,18
27383793,145
27094684,26
26580217,8
25719440,166
25824217,26
26625958,33
25212826,40
23591776,74
23029029,109
21533021,61
21183938,129
29941542,1
29844011,6
29358408,28
29324233,84
29158345,13
30354230,1
30104405,9
28945200,13
28683804,19
28272465,13
27596292,39
27595325,65
27629486,31
27281220,148
26687678,30
26477271,23
26030525,207
25923916,13
25525796,52
24599453,43
24165879,29
25246242,18
25474009,29
23102813,135
30174302,37
29702103,3
29634734,3
29233554,35
28487543,16
28620206,7
29186677,1
28811280,12
27749840,84
27730210,10
27531958,54
27150427,78
26752267,57
26055366,17
26198001,19
25917092,5
25079327,90
24146635,16
23474817,41
23376982,57
21711558,98
21072241,61
30542108,3
31461442,0
30420712,1
30154523,1
30166349,0
29968158,7
30116775,1
29496664,12
29215273,6
30061358,13
29180629,11
28655914,4
28877475,6
28825715,115
28106101,17
28282965,3
27765027,6
27033587,17
26265142,6
25913192,162
25589546,11
22813749,174
19758566,154
30985294,9
30569461,2
30214018,0
30250279,23
29143341,8
29476152,140
29197588,8
29242386,0
29212027,14
29050494,4
28355206,2
28521131,116
28445462,214
27821408,18
27208249,25
26853856,98
26856418,6
27507797,13
26502261,56
26527007,33
22081020,263
31234833,0
30670781,6
30250229,31
29980665,10
30446643,2
30224810,53
29770538,1
29519872,10
29246798,1
29381138,8
30327322,0
29140244,3
28635135,7
28637928,70
28527885,26
28108655,24
27390011,60
27294782,43
26926995,31
26730850,10
26527278,36
25984697,319
25637453,44
24248369,39
31550518,0
30498242,10
29434270,5
30134177,21
29480750,2
29898919,5
29736015,13
29447387,5
29101376,3
29042623,5
28601973,6
28281638,22
28034872,14
27499023,41
27487213,49
27518902,8
26592359,18
26605529,71
26435696,4
25817355,185
25150496,57
24550509,76
23921087,14
23150795,166
30545929,1
30655503,5
30250064,16
29605177,12
30078709,34
29961579,140
29281100,6
29126798,40
28967912,36
28934508,0
28753606,4
28531310,18
28550207,26
28345225,5
27733447,14
27432957,82
26735365,62
26546667,44
26369791,4
25903559,17
25596527,19
25623957,41
24736405,14
30532051,4
29899530,10
30232164,5
29972774,1
29719263,5
29061959,30
29044119,9
28959057,15
28275095,24
27672039,2
27671649,24
27507888,18
27245205,14
26777211,9
25561530,48
25363762,103
24618292,42
23898195,146
24244773,23
22904186,76
21890647,1799
21743474,1038
20616232,388
30376208,3
30361326,2
30291252,4
29789581,16
30486791,0
30290757,1
29898995,6
29440261,15
28356321,13
27139883,54
27401177,15
26573903,10
26531059,26
26354079,82
26257179,64
25887447,109
25633848,28
25858952,41
25247677,26
24782542,146
24591564,23
25038827,172
24065776,14
20631792,585
30804228,3
30583733,1
30373515,3
30154411,2
29291346,2
29581274,11
29305255,16
29440260,4
29236685,90
28977426,6
28348028,8
28176867,19
28114972,5
27777628,4
27454291,19
27292638,17
27019136,38
25982817,19
25708366,36
24637685,99
23706177,54
23582322,1352
23352430,212
23112178,109
30791937,4
29670118,2
30355617,4
30278133,12
29743314,7
29463600,12
29217654,8
29358404,8
29447166,4
29959227,1
29150601,50
28847958,8
28820723,8
28530712,24
28253351,3
27743478,17
27642729,253
26313525,13
26341557,31
25936917,38
24821765,63
24532713,88
24879559,77
21620136,137
30744395,1
30399141,6
29386112,12
29939287,3
29203909,26
29035371,75
28916711,23
28128212,11
27905489,37
27185157,19
27179618,10
26752519,70
26437366,123
26170331,33
25957148,79
25785453,17
25839189,27
25393584,23
25383968,228
24602777,443
22158708,112
22156296,297
18978789,1928
30355603,5
30286788,36
29451494,25
29355841,16
29241546,21
28874707,22
28919367,30
28195208,6
28041958,64
27452471,8
27111282,22
27216292,25
27174990,107
26344545,42
26321254,160
26720152,35
25691658,14
25377514,47
25279942,25
24810616,36
24391493,16
23355006,3
23101626,43
21680712,9
29900693,1
30266049,5
30143629,10
30122476,5
30192741,8
30265241,22
29622655,7
29958106,10
29706628,5
29127150,11
28469092,12
27936378,27
27566152,17
27620872,14
27557707,5
27568284,123
27681123,7
27022105,10
26639176,11
26450706,36
26593720,25
26490244,9
21045080,31
17989215,224
30139998,15
29505847,8
29511348,12
29352091,38
29244185,5
28572611,7
28794202,166
28566434,9
28068325,9
27981880,4
28009274,50
27048750,18
26979953,14
27531006,5
27706140,185
26571461,31
26267534,60
26181416,6
26240283,20
24736642,13
24812086,26
25043006,242
23275579,111
22523384,26
21804603,64
30720865,1
30349051,3
30349114,17
30049745,2
29910151,28
29908294,4
29593106,10
29930005,12
29167454,1
28833678,2
28627510,19
28314854,44
28157508,29
28068897,7
27117414,48
26843651,19
26505193,4
26288179,18
25691733,54
25274305,159
25387393,68
25263596,141
30604748,9
30573780,1
30737146,13
29692408,3
30014851,8
29887379,77
29942020,35
29686262,51
29479065,19
29668680,12
30283453,1
29170465,3
28733645,17
28467820,98
28125611,18
28246357,2
27250748,43
26179282,22
24763458,11
23355467,51
22737086,48
22424771,29
20478527,514
20194744,118
29903723,7
29487136,10
29507391,44
29346775,18
29215697,7
29321178,9
28916264,19
28507116,7
28319092,19
28192787,134
28221363,22
27895224,19
27426965,20
27246095,43
26941251,27
26002633,5
25838541,47
25687760,27
25104388,177
24256544,17
24072873,83
24037267,31
23201690,463
21498682,119
31217349,1
30127397,12
30355579,1
30428361,6
30222771,4
30235219,3
29694901,12
29212857,4
29376829,18
29229671,4
28930663,308
28459454,67
28459435,56
27863245,66
27601676,29
27611572,8
27179668,9
27406171,63
27197243,13
26192205,23
24063430,119
22865928,20
31629814,0
31539914,4
30539787,8
30198908,4
28926578,18
28315775,2
28359950,9
28088670,16
28226240,36
28157505,69
27992404,25
27742800,34
27108815,20
26997485,145
26837714,24
26365677,8
26259199,14
26046330,8
26095772,72
23758733,9
30739867,1
30530648,7
29497035,11
29628311,26
29129686,3
28934490,8
28515341,43
27585866,18
26944678,47
26727110,53
26626461,66
25986499,65
26065719,32
25646441,80
26687222,15
25428823,13
23824326,54
23474544,50
23523369,164
22937038,17
22305566,161
30728393,3
30496486,4
30315115,1
30209219,4
29871935,18
29212819,2
29472102,12
29466759,50
29363430,1
29269732,5
28720757,2
28904128,8
28700576,111
28348165,13
28213513,8
27729407,68
26686465,157
26224537,47
26017307,273
25992865,175
24192653,66
24244315,9
24058676,13
22885060,186
22168156,22
30451841,5
30042413,2
29517978,5
29378633,31
29084801,18
29168693,8
28825732,18
28844864,21
28510484,10
28585562,27
28423326,20
28332981,34
28241139,62
26404510,40
26221964,28
26644515,4
25483777,133
25027325,15
24280389,114
23685454,584
22531030,57
21572407,287
30723792,1
30194919,2
30312435,4
30107853,21
29875134,5
29420831,9
29907691,27
28976966,76
28891793,24
28572090,15
28452714,4
27721430,23
27872325,2
27515403,16
27410475,7
27058665,63
26974154,30
26818199,20
27580035,160
26679539,28
26387578,51
24991954,86
30254269,8
29654302,8
29486295,3
29650553,16
29896299,10
29079737,15
29049289,14
27196599,51
28242760,7
27875245,20
27411010,33
26279578,75
26189426,153
26207766,7
25801030,24
24992939,3
24845860,18
24214913,71
23094851,22
22856327,51
23181609,240
30733564,3
30733330,12
30347190,4
30540939,4
30177761,4
29754954,20
29777010,4
29669928,13
29334376,20
29155178,12
29220646,25
28798045,29
28808009,9
28445465,215
28446595,8
27651452,27
27158841,75
27239029,21
