Accession,suppdata_id,pi0,annot,Type
GSE68176,GSE68176_Ophio1_1.gene_exp.diff.gz,0.5618672396437975,"GPL20096,GPL20097",anti-conservative
GSE68229,GSE68229_gene_exp.diff.gz,0.999694288741906,GPL11154,conservative
GSE68229,GSE68229_isoform_exp.diff.gz,0.9999839217947551,GPL11154,conservative
GSE68360,GSE68360_cds_exp.diff.gz,0.9983890483361203,GPL13112,conservative
GSE68360,GSE68360_cds.diff.gz,0.8263466730160011,GPL13112,conservative
GSE68360,GSE68360_gene_exp.diff.gz,0.9982072510073746,GPL13112,conservative
GSE68360,GSE68360_isoform_exp.diff.gz,0.9989870569157007,GPL13112,conservative
GSE68360,GSE68360_promoters.diff.gz,0.7873903773453765,GPL13112,conservative
GSE68360,GSE68360_splicing.diff.gz,0.7725721003131027,GPL13112,conservative
GSE68460,GSE68460_gene_exp.xls.gz-sheet-Sheet1,0.9999462650767698,GPL16133,conservative
GSE68460,GSE68460_WSVSBS_gene_diff.xls.gz-sheet-Sheet1,0.9998824174935093,GPL16133,conservative
GSE68736,GSE68736_gene_exp.diff.gz,0.9998397795784135,GPL13112,conservative
GSE68806,GSE68806_Galaxy_data_Cuffdiff.txt.gz,0.9999745521858996,GPL13112,conservative
GSE68813,GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep1 CuffDiff Mock vs AGO2-KD,0.9999769929812261,GPL10999,conservative
GSE68813,GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep2 CuffDiff Mock vs AGO2-KD,0.9996600402865446,GPL10999,conservative
GSE69001,GSE69001_DE_list_planktonic_v_biolfim.txt.gz,0.436270322702685,GPL20211,anti-conservative
GSE69001,GSE69001_DE_list_planktonic_v_plate.txt.gz,0.33382050392207496,GPL20211,anti-conservative
GSE69001,GSE69001_DE_list_plate_v_biofilm.txt.gz,0.3784653262858452,GPL20211,anti-conservative
GSE69125,GSE69125_10408_gene_exp.diff.gz,0.9976590541788177,GPL11154,conservative
GSE69175,GSE69175_gene_exp.txt.gz,0.9929088430882005,GPL15520,conservative
GSE69205,GSE69205_gene_exp.txt.gz,0.994542949781202,GPL20238,conservative
GSE69311,GSE69311_deseq_diff_genes.csv.gz,0.9783500546241213,GPL18635,bimodal
GSE69556,GSE69556_cds_exp.diff.gz,0.9661705294711571,GPL17021,conservative
GSE69855,GSE69855_gene_exp_ResvResVag.txt.gz,0.9875371175615238,GPL17021,conservative
GSE69855,GSE69855_gene_exp_ResvSham.txt.gz,0.9985497251151346,GPL17021,conservative
GSE69900,GSE69900_control-CBD16H.txt.gz,0.7909955993370558,GPL13112,anti-conservative
GSE69900,GSE69900_control-tamoxifen48H.txt.gz,0.8484592487788809,GPL13112,anti-conservative
GSE70068,GSE70068_GM_gene_exp.diff.gz,0.9999978040513682,GPL11154,conservative
GSE70068,GSE70068_TNF_gene_exp.diff.gz,0.9999988639252899,GPL11154,conservative
GSE70068,GSE70068_UT_gene_exp.diff.gz,0.9999958961394037,GPL11154,conservative
GSE70108,GSE70108_G263_CuffDiff_WTvsDDX5Tko.tabular.txt.gz,0.9999769271039743,GPL17021,conservative
GSE70108,GSE70108_G340_CuffDiff_WTvsRORgko.tabular.txt.gz,0.9999758803602743,GPL17021,conservative
GSE70283,GSE70283_cuffdiff_gene_exp.diff.gz,0.9586980144167896,GPL13112,conservative
GSE70314,GSE70314_Gal474_cuffdiff_sictrl.1_siAtad2.1_gene_differential_expression_testing.txt.gz,0.9245947186255151,GPL15103,bimodal
GSE70314,GSE70314_Gal476_cuffdiff_sictrl.1_siAtad2.1_transcript_differential_expression_testing.txt.gz,0.9245947186255151,GPL15103,bimodal
GSE70314,GSE70314_Gal485_cuffdiff_sictrl.2_siAtad2.2_gene_differential_expression_testing.txt.gz,0.9506147547728108,GPL15103,conservative
GSE70314,GSE70314_Gal487_cuffdiff_sictrl.2_siAtad2.2_transcript_differential_expression_testing.txt.gz,0.9506147547728108,GPL15103,conservative
GSE70382,GSE70382_DESeq_allresp_vs_nonresp.xlsx-sheet-Blad1,0.959945804934758,GPL20640,conservative
GSE70544,GSE70544_Normoxia_vs_Hypoxia_Gencode_gene_exp.diff.txt.gz,0.9657371312015852,GPL11154,conservative
GSE70544,GSE70544_Normoxia_vs_Hypoxia_Rinn_gene_exp.diff.txt.gz,0.9561428584652282,GPL11154,conservative
GSE70544,GSE70544_Vehicle_vs_Cytokine_Gencode_gene_exp.diff.txt.gz,0.9630847647319329,GPL11154,conservative
GSE70544,GSE70544_Vehicle_vs_Cytokine_Rinn_gene_exp.diff.txt.gz,0.9531468388588834,GPL11154,conservative
GSE70584,GSE70584_Liberman2015_sorted_CUFFLINKS_gene_exp.txt.gz,0.8035404007095446,GPL13222,anti-conservative
GSE70584,GSE70584_Liberman2015_Wholeroot_CUFFLINKS_gene_exp.txt.gz,0.9970392350308535,GPL13222,conservative
GSE70668,GSE70668_DD_gene_exp.diff.csv.gz,0.9983621721405783,GPL18573,conservative
GSE70699,GSE70699_gene_exp.diff.gz,0.9988170988194274,GPL13112,conservative
GSE70711,GSE70711_IRF4hi.vs.IRF8hi.gene_exp.diff.gz,0.9652146963051624,GPL17021,conservative
GSE70728,GSE70728_KDM2B_RNAseq_DEG.diff.gz,0.9971049565600939,GPL17021,conservative
GSE70766,GSE70766_Differential_expression.txt.gz,0.9031329060449902,GPL13112,conservative
GSE70785,GSE70785_gene_exp.diff.gz,0.9999986650441085,GPL16791,conservative
GSE70806,GSE70806_rf6a_matrix.txt.gz,0.9573847097502741,GPL14954,conservative
GSE70815,GSE70815_gene_exp.diff.gz,0.9470445016325518,GPL13112,bimodal
GSE70833,GSE70833_Rennoll_et_al_processed_data.xlsx-sheet-Cuffdiff,0.9989776730529695,GPL16791,conservative
GSE70876,GSE70876_Additional_file_4.xls.gz,0.3214821868013986,GPL20688,anti-conservative
GSE71159,GSE71159_E3KO_vs_EfCtrl_gene_exp.diff.txt.gz,0.9938803425857148,GPL13112,conservative
GSE71159,GSE71159_ECtrl_vs_E3KO_gene_exp.diff.txt.gz,0.9927811645308737,GPL13112,conservative
GSE71159,GSE71159_ECtrl_vs_EfCtrl_gene_exp.diff.txt.gz,0.9999978405163394,GPL13112,conservative
GSE71164,GSE71164_SCR-static_vs_SCR-FSS.tabular.txt.gz,0.9145484492544828,GPL16791,conservative
GSE71164,GSE71164_SCR-static_vs_SH-EZH2-static.tabular.txt.gz,0.9188550644695265,GPL16791,conservative
GSE71185,GSE71185_CHD8_CRISPR_RNASeq_Cuffdiff_PolyA.txt.gz,0.37590621855414125,GPL13112,anti-conservative
GSE71185,GSE71185_CHD8_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,0.47249461964801515,GPL13112,anti-conservative
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_NSR.txt.gz,0.8970843444865081,GPL13112,anti-conservative
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,0.7723860657632631,GPL13112,anti-conservative
GSE71252,GSE71252_Akdogan_RNASeq_Cuffdiff_JUL232015.xlsx-sheet-geneExpDiffData,0.97979672062564,GPL17143,bimodal
GSE71252,GSE71252_Akdogan_RNASeq_Cuffdiff_JUL232015.xlsx-sheet-isoformExpDiffData,0.9797607862219028,GPL17143,bimodal
GSE71281,GSE71281_G53_veh_vs_SAA_Th17_CuffDiff_Gene_Differential.txt.gz,0.9947506055670018,GPL17021,conservative
GSE71284,GSE71284_control_WT2_WT3_C1_C2_vs_truncation_3kb1_3kb2_100kb1_100kb2_CUFFDIFF_gene_exp.diff.gz,0.9999704369927634,GPL11154,conservative
GSE71295,GSE71295_gene_exp.diff.gz,0.9767615771944675,GPL17021,conservative
GSE71527,GSE71527_KO_naive_vs_KO_SNI_Sal.xlsx,0.9999806954792494,GPL13112,conservative
GSE71527,GSE71527_KO_SNI_Sal_vs_KO_SNI_DMI.xlsx,0.9999393513544002,GPL13112,conservative
GSE71527,GSE71527_WT_naive_vs_KO_naive.xlsx,0.9995432422178219,GPL13112,conservative
GSE71527,GSE71527_WT_naive_vs_WT_SNI_Sal.xlsx,0.9996459935560751,GPL13112,conservative
GSE71527,GSE71527_WT_SNI_DMI_vs_KO_SNI_DMI.xlsx,0.9999236287387895,GPL13112,conservative
GSE71527,GSE71527_WT_SNI_Sal_vs_KO_SNI_Sal.xlsx,0.9999925139754545,GPL13112,conservative
GSE71527,GSE71527_WT_SNI_Sal_vs_WT_SNI_DMI.xlsx,0.9999979804319722,GPL13112,conservative
GSE71539,GSE71539_TP0vsTP23_tag_results.txt.gz,0.8476506325852091,GPL16791,anti-conservative
GSE71609,GSE71609_2015_MZT.txt.gz-set-0,0.841589907232974,GPL14875,conservative
GSE71609,GSE71609_2015_MZT.txt.gz-set-1,0.9648443925375122,GPL14875,conservative
GSE71609,GSE71609_2015_MZT.txt.gz-set-2,0.9834886588613659,GPL14875,conservative
GSE71609,GSE71609_2015_MZT.txt.gz-set-3,0.8481648280361666,GPL14875,conservative
GSE71609,GSE71609_2015_MZT.txt.gz-set-4,0.8908955278055248,GPL14875,conservative
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+EGFP_compared_to_siNT+EGFP.txt.gz,0.9612506512393788,GPL13112,anti-conservative
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_C_compared_to_siRbfox1_3+EGFP.txt.gz,0.9992202169396776,GPL13112,other
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_N_compared_to_siRbfox1_3+EGFP.txt.gz,0.9999987995917493,GPL13112,other
GSE71943,GSE71943_KO_vs_WT_diffGenes.txt.gz,0.8348383677546735,GPL13112,anti-conservative
GSE71988,GSE71988_gene_exp.diff.gz,0.999938374657895,GPL9151,conservative
GSE72059,GSE72059_21_gene_exp.diff.txt.gz,0.9999485243648599,GPL13112,conservative
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D0.txt.gz,0.9999169840573816,GPL13112,conservative
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D6.txt.gz,0.9234977879258266,GPL13112,conservative
GSE72105,GSE72105_Differential_Gene_Expression_Summary_myotubes.txt.gz,0.9167511016083091,GPL13112,conservative
GSE72105,GSE72105_Differential_Gene_Expression_Summary_usp10.txt.gz,0.9998840288427266,GPL13112,conservative
GSE72172,GSE72172_S2_vs_SIN3_187.txt.gz,0.8862147878403305,GPL17275,conservative
GSE72178,GSE72178_gene_exp.diff.txt.gz,0.9998599275770433,GPL13112,conservative
GSE72560,GSE72560_Enteric_Glia.txt.gz,0.99906723758772,GPL13112,conservative
GSE72712,GSE72712_ESCd_40-70_over_ESCd_lt40.cuffdiff.xlsx-sheet-EST-d_40-70_over_EST-d_lt40,0.9972155738987776,GPL16791,conservative
GSE72712,GSE72712_ESCd_40-70_over_ESCu.cuffdiff.xlsx-sheet-EST-d_40-70_over_EST-u.cuffdiff,0.9783849362163265,GPL16791,conservative
GSE72712,GSE72712_ESCd_gt70_over_ESCd_40-70.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-d_40-70,0.9999967043627662,GPL16791,conservative
GSE72712,GSE72712_ESCd_gt70_over_ESCd_lt40.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-d_lt40,0.9959243853329908,GPL16791,conservative
GSE72712,GSE72712_ESCd_gt70_over_ESCu.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-u.cuffdiff,0.9776569493717004,GPL16791,conservative
GSE72712,GSE72712_ESCd_lt40_over_ESCu.cuffdiff.xlsx-sheet-EST-d_lt40_over_EST-u.cuffdiff,0.973013969354176,GPL16791,conservative
GSE72806,GSE72806_CUFFDIFF_CONTROL_vs_HEAT_gene_exp.diff.gz,0.8069482565963022,GPL13222,anti-conservative
GSE72806,GSE72806_CUFFDIFF_CONTROL_vs_SALT_gene_exp.diff.gz,0.9967349043774585,GPL13222,conservative
GSE72806,GSE72806_CUFFDIFF_CONTROL_vs_SALT_HEAT_gene_exp.diff.gz,0.8021432055493574,GPL13222,anti-conservative
GSE72820,GSE72820_MDA1N-1P_RPKM.xlsx.gz,0.9999415724971441,GPL11154,conservative
GSE72820,GSE72820_MDA27N-27P_RPKM.xlsx.gz,0.9997284487753005,GPL11154,conservative
GSE72820,GSE72820_MDA2N-2P_RPKM.xlsx.gz,0.9999027594365711,GPL11154,conservative
GSE72820,GSE72820_MDA31N-31P_RPKM.xlsx.gz,0.9999859943437114,GPL11154,conservative
GSE72820,GSE72820_MDA33N-33P_RPKM.xlsx.gz,0.9999840232303558,GPL11154,conservative
GSE72820,GSE72820_MDA34N-34P_RPKM.xlsx.gz,0.9999938469637388,GPL11154,conservative
GSE72820,GSE72820_MDA3N-3P_RPKM.xlsx.gz,0.9999792329911639,GPL11154,conservative
GSE72830,GSE72830_gene_exp.diff.gz,0.965665536373041,GPL13304,conservative
GSE72830,GSE72830_tss_group_exp.diff.gz,0.9875985726793084,GPL13304,conservative
GSE72917,GSE72917_DP1_WTvKO.txt.gz,0.9616516963962047,GPL17021,conservative
GSE72917,GSE72917_DP2_WTvKO.txt.gz,0.9857975163129572,GPL17021,conservative
GSE72917,GSE72917_KO_DP1vDP2.txt.gz,0.996485625374392,GPL17021,conservative
GSE72917,GSE72917_WT_DP1vDP2.txt.gz,0.9589592757010436,GPL17021,conservative
GSE72994,GSE72994_cds_exp.diff.gz,0.9985699290223753,GPL11154,conservative
GSE72994,GSE72994_gene_exp.diff.gz,0.9974159655941077,GPL11154,conservative
GSE72994,GSE72994_isoform_exp.diff.gz,0.9991430687812289,GPL11154,conservative
GSE72994,GSE72994_promoters.diff.gz,0.9999991992690326,GPL11154,conservative
GSE72994,GSE72994_tss_group_exp.diff.gz,0.9982311365197044,GPL11154,conservative
GSE73077,GSE73077_fpkm_gene_exp.diff.gz,0.9999522137973763,GPL13112,conservative
GSE73082,GSE73082_F_Sp5_PlusversusMinusDOX_ProcessedFiles.txt.gz,0.9593096389960044,GPL13112,conservative
GSE73083,GSE73083_3F_Lef1_PlusversusMinusDOX_ProcessedFiles.txt.gz,0.9813217726511579,GPL13112,conservative
GSE73192,GSE73192_cds_chromosome_exp.diff.gz,0.9922382852351991,GPL20934,bimodal
GSE73289,GSE73289_gene_exp.diff.gz,0.9995715944921537,GPL13112,conservative
GSE73678,GSE73678_Differential_gene_expression.xlsx.gz,0.9738366878556877,GPL16791,conservative
GSE73940,GSE73940_cuffdiff.gene_exp.diff.gz,0.9931831079605382,GPL21018,conservative
GSE73940,GSE73940_cuffdiff.isoform_exp.diff.gz,0.9957640286912695,GPL21018,conservative
GSE73972,GSE73972_atxvsWT_gene_exp_diff.txt.gz,0.9573359568591904,GPL17639,anti-conservative
GSE74103,GSE74103_Tobacco_FS_v_WT_DESeq_refGene.all.annotated.txt.gz,0.6181199828819224,GPL13760,anti-conservative
GSE74103,GSE74103_Tobacco_G1_v_WT_DESeq_refGene.all.annotated.txt.gz,0.42427263353058287,GPL13760,anti-conservative
GSE74103,GSE74103_Tobacco_GS_v_WT_DESeq_refGene.all.annotated.txt.gz,0.29278201164898393,GPL13760,anti-conservative
GSE74131,GSE74131_gene_exp.diff.gz,0.9949712201714488,GPL17021,conservative
GSE74148,GSE74148_RNA-seq0415.xlsx-set-0,0.9998828236049017,GPL13112,conservative
GSE74148,GSE74148_RNA-seq0415.xlsx-set-1,0.9999997836715167,GPL13112,conservative
GSE74148,GSE74148_RNA-seq0415.xlsx-set-2,0.9453555760275042,GPL13112,spiky
GSE74148,GSE74148_RNA-seq0415.xlsx-set-3,0.8790073069575943,GPL13112,anti-conservative
GSE74148,GSE74148_RNA-seq0415.xlsx-set-4,0.9923415082807256,GPL13112,bimodal
GSE74148,GSE74148_RNA-seq0415.xlsx-set-5,0.9996785106998022,GPL13112,conservative
GSE74196,GSE74196_SnapC_gene_exp.diff.gz,0.999742264978582,GPL18413,conservative
GSE74220,GSE74220_Expression_of_Protein_Coding_Genes_in_Control_and_IL1b_treated_human_chondrocytes.txt.gz,0.9967591963637041,GPL11154,conservative
GSE74381,GSE74381_gene_exp_control2vsZeb2cKO2diff.xlsx,0.7807979040017604,GPL13112,bimodal
GSE74868,GSE74868_ETS2_T72D_OE_Epi_RNAseq.txt.gz,0.9424255813026224,GPL13112,conservative
GSE74886,GSE74886_processedFPKMS.xlsx,0.8118120988938828,GPL11154,anti-conservative
GSE74893,GSE74893_ctrl_and_Tsc1ckO_gene_exp.txt.gz,0.99995076793167,GPL13112,conservative
GSE74920,GSE74920_SupplementalTable1.xlsx.gz,0.4966478413471976,GPL13112,anti-conservative
GSE74920,GSE74920_SupplementalTable3.xlsx.gz,0.6845083967628534,GPL13112,anti-conservative
GSE74929,GSE74929_ANOVA_gene_rpkm.txt.gz-set-0,0.9999994106424607,GPL14875,spiky
GSE74929,GSE74929_ANOVA_gene_rpkm.txt.gz-set-1,0.9999994106424607,GPL14875,spiky
GSE74929,GSE74929_Diff_Exp.txt.gz-set-1,0.22391784780441934,GPL14875,anti-conservative
GSE74993,GSE74993_SupplementalTables.xlsx-sheet-Table S1,0.4966478413471976,GPL13112,anti-conservative
GSE75247,GSE75247_processed_data.txt.gz-set-0,0.6377206295190512,GPL18573,anti-conservative
GSE75247,GSE75247_processed_data.txt.gz-set-1,0.7031871526831913,GPL18573,anti-conservative
GSE75640,GSE75640_HR1_vs_control_1_gene_exp.diff.gz,0.8341952320363842,GPL13222,bimodal
GSE75640,GSE75640_HR2_vs_control_2_gene_exp.diff.gz,0.9656052943740842,GPL13222,bimodal
GSE75731,GSE75731_ckvsd119a_gene_exp_diff.txt.gz,0.49487419566703333,GPL20326,anti-conservative
GSE75731,GSE75731_ckvsdrug_gene_exp_diff.txt.gz,0.6415255623971489,GPL20326,anti-conservative
GSE75731,GSE75731_ckvsv149a_gene_exp_diff.txt.gz,0.7253445419753191,GPL20326,anti-conservative
GSE75787,GSE75787_gene_exp.diff.txt.gz,0.9997199995729664,GPL17021,conservative
GSE75833,GSE75833_DESeq-processed_FB.control_vs_BR.txt.gz,0.5964779566688373,GPL13304,anti-conservative
GSE75878,GSE75878_cds_exp.diff.gz,0.9988075344090245,GPL11002,conservative
GSE75878,GSE75878_cds.diff.gz,0.5881152329742884,GPL11002,conservative
GSE75878,GSE75878_gene_exp.diff.gz,0.9996514761691804,GPL11002,conservative
GSE75878,GSE75878_isoform_exp.diff.gz,0.9997177613870483,GPL11002,conservative
GSE75878,GSE75878_promoters.diff.gz,0.4373592179024403,GPL11002,conservative
GSE75878,GSE75878_splicing.diff.gz,0.38135940158073645,GPL11002,conservative
GSE75878,GSE75878_tss_group_exp.diff.gz,0.9997333083330125,GPL11002,conservative
GSE75993,GSE75993_processed_data.xls.gz-sheet-1_WT_vs_KO_DESeq_All,0.9366051194488302,GPL13112,anti-conservative
GSE76125,GSE76125_SenesUntreated_vs_SenesTreated_gene_exp.diff.gz,0.9726616474126331,GPL18573,conservative
GSE76151,GSE76151_A1_isoform_exp.diff.gz,0.9989761347295796,GPL16791,conservative
GSE76151,GSE76151_A2B1_isoform_exp.diff.gz,0.9997524062991441,GPL16791,conservative
GSE76151,GSE76151_A2B1A1_isoform_exp.diff.gz,0.9868160414464887,GPL16791,conservative
GSE76190,GSE76190_OtA8535_vs_OtA8538_gene_exp.diff.gz,0.9999906359718332,GPL13112,conservative
GSE76190,GSE76190_OtA8536_vs_OtA8539_gene_exp.diff.gz,0.9999917740878214,GPL13112,conservative
GSE76190,GSE76190_OtA8537_vs_OtA8540_gene_exp.diff.gz,0.9999724734950685,GPL13112,conservative
GSE76190,GSE76190_OtA8538_vs_OtA8541_gene_exp.diff.gz,0.9999770696106838,GPL13112,conservative
GSE76190,GSE76190_OtA8539_vs_OtA8542_gene_exp.diff.gz,0.999987878938428,GPL13112,conservative
GSE76190,GSE76190_OtA8540_vs_OtA8543_gene_exp.diff.gz,0.9999894059282051,GPL13112,conservative
GSE76232,GSE76232_isoforms.diff_exp_ann_result.xls.gz,0.9991307696251973,GPL15670,conservative
GSE76287,GSE76287_rosettes_col0vdko_tair.txt.gz,0.9633316897752122,GPL19080,conservative
GSE76287,GSE76287_seedling_col0vdko_tair.txt.gz,0.957174944912471,GPL19080,conservative
GSE76304,GSE76304_gene_exp.diff.gz,0.8075927315712494,GPL13304,conservative
GSE76396,GSE76396_isoform_exp.diff.gz,0.9989710039487785,GPL13304,conservative
GSE76453,GSE76453_cuffdiff_E2.diff.gz,0.9921039091095194,GPL11154,conservative
GSE76453,GSE76453_cuffdiff_siCtl.diff.gz,0.9999903912709526,GPL11154,conservative
GSE76453,GSE76453_cuffdiff_siZNF143.diff.gz,0.9999958317037563,GPL11154,conservative
GSE76453,GSE76453_cuffdiff_veh.diff.gz,0.9995532632483752,GPL11154,conservative
GSE76487,GSE76487_shMBNL1_gene_exp_diff.txt.gz,0.9452707973666504,GPL11154,bimodal
GSE76533,GSE76533_leaf.gene_exp.diff.gz,0.9999844040277804,GPL15463,conservative
GSE76533,GSE76533_seedling.gene_exp.diff.gz,0.9999998378208039,GPL15463,conservative
GSE76627,GSE76627_CNBP-cuffdif.xlsx.gz,0.9995891150721545,GPL16791,conservative
GSE76682,GSE76682_EB_AM580gene_exp.diff.gz,0.9997617544127522,GPL11154,conservative
GSE76683,GSE76683_shHOXA7gene_exp.diff.gz,0.999988389491012,GPL11154,conservative
GSE76771,GSE76771_ALL_gene_expression.txt.gz,0.9760536185127109,GPL13112,conservative
GSE76864,GSE76864_gene_exp.diff.gz,0.9993554243075307,GPL17021,conservative
GSE76865,GSE76865_gene_exp.diff.gz,0.9994004369529775,GPL17021,conservative
GSE76868,GSE76868_Table_S1_RNA-seq.xlsx,0.945604751382439,GPL9250,bimodal
GSE76992,GSE76992_GFP_vs_p16.txt.gz,0.9880276582276072,GPL13112,conservative
GSE77025,GSE77025_gene_exp.diff.gz,0.3469988253953206,GPL14875,anti-conservative
GSE77032,GSE77032_aza_vs_PBS.gene_exp.tsv.gz,0.9994074147052809,GPL16791,conservative
GSE77032,GSE77032_aza_vs_vc.gene_exp.tsv.gz,0.9992982906464267,GPL16791,conservative
GSE77032,GSE77032_combo_vs_aza.gene_exp.tsv.gz,0.9999935310894883,GPL16791,conservative
GSE77032,GSE77032_combo_vs_PBS.gene_exp.tsv.gz,0.9952478813234766,GPL16791,conservative
GSE77032,GSE77032_combo_vs_vc.gene_exp.tsv.gz,0.9954103142660436,GPL16791,conservative
GSE77032,GSE77032_vc_vs_PBS.gene_exp.tsv.gz,0.9999996868049604,GPL16791,conservative
GSE77034,GSE77034_aza_vs_PBS.gene_exp.tsv.gz,0.994767014036568,GPL18573,conservative
GSE77034,GSE77034_aza_vs_vc.gene_exp.tsv.gz,0.9951377704896479,GPL18573,conservative
GSE77034,GSE77034_combo_vs_aza.gene_exp.tsv.gz,0.9999887302041702,GPL18573,conservative
GSE77034,GSE77034_combo_vs_PBS.gene_exp.tsv.gz,0.992886535970613,GPL18573,conservative
GSE77034,GSE77034_combo_vs_vc.gene_exp.tsv.gz,0.9934059532739874,GPL18573,conservative
GSE77034,GSE77034_vc_vs_PBS.gene_exp.tsv.gz,0.9999975757498417,GPL18573,conservative
GSE77037,GSE77037_gene_exp.diff.gz,0.905948095977293,GPL13304,bimodal
GSE77044,GSE77044_comparison2.xls.gz,0.6863115822824271,GPL21354,anti-conservative
GSE77077,GSE77077_HT_data_36hpf.xls.gz,0.434852187306454,GPL9319,anti-conservative
GSE77113,GSE77113_GC_WT_vs_Hdac3KO.diff.gz,0.9997203177512353,GPL17021,conservative
GSE77113,GSE77113_Hdac3KO_non-GC_vs_GC.diff.gz,0.9571094279830915,GPL17021,conservative
GSE77113,GSE77113_non-GC_WT_vs_Hdac3KO.diff.gz,0.9980454795552596,GPL17021,conservative
GSE77113,GSE77113_WT_non-GC_vs_GC.diff.gz,0.902106934491819,GPL17021,conservative
GSE77185,GSE77185_gene_exp.diff.gz,0.9974284522259993,GPL13112,conservative
GSE77218,GSE77218_A3_A2.xlsx-sheet-express,0.588550552523951,GPL18580,conservative
GSE77218,GSE77218_A4_A2.xlsx-sheet-express,0.6019982797706499,GPL18580,conservative
GSE77218,GSE77218_A4_A3.xlsx-sheet-express,0.6871071010621608,GPL18580,conservative
GSE77229,GSE77229_gene_exp.diff.gz,0.9998370819322149,GPL11154,conservative
GSE77256,GSE77256_Cuffdiff_all_HFSCs.txt.gz,0.9064587182323212,GPL13112,anti-conservative
GSE77256,GSE77256_Cuffdiff_Anagen_HFSCs.txt.gz,0.9802549613439712,GPL13112,conservative
GSE77256,GSE77256_Cuffdiff_Telogen_HFSCs.txt.gz,0.9939226447038836,GPL13112,conservative
GSE77303,GSE77303_gene_exp.diff.gz,0.9587117995476201,GPL17021,conservative
GSE77304,GSE77304_gene_exp.diff.gz,0.999923904911837,GPL17021,conservative
GSE77351,GSE77351_Farshchian.txt.gz,0.852413016903057,GPL15103,anti-conservative
GSE77395,GSE77395_A_OE_air_vs_Col_air.diff.gz,0.6093128304603442,GPL13222,anti-conservative
GSE77395,GSE77395_col_air_vs_ethylene.diff.gz,0.8168536553114117,GPL13222,anti-conservative
GSE77398,GSE77398_mal_all6_cuffdiff_genes.xls.gz,0.7608401063278454,GPL21078,anti-conservative
GSE77398,GSE77398_ribo_cuffdiff_genes.xls.gz,0.960515486327561,GPL21078,bimodal
GSE77422,GSE77422_H358_Control-GNF5.xlsx-sheet-Sheet1,0.9995231937796039,GPL11154,conservative
GSE77422,GSE77422_PC9_Control-GNF5.xlsx,0.9997029050528616,GPL11154,conservative
GSE77422,GSE77422_PC9_SCR-AA.xlsx,0.9998198737318535,GPL11154,conservative
GSE77422,GSE77422_PC9M_Control-GNF5.xlsx,0.9997266104898881,GPL11154,conservative
GSE77422,GSE77422_PC9M_SCR-AA.xlsx,0.9997939832951005,GPL11154,conservative
GSE77471,GSE77471_RNASEQ_differential_expression.txt.gz,0.9956529767936831,GPL13112,conservative
GSE77499,GSE77499_Dd2CQ_Dd2_3D7_gene_exp.diff.gz,0.9950737227807792,GPL21078,bimodal
GSE77499,GSE77499_Dd2CQ_Dd2_3D7_isoform_exp.diff.gz,0.9953025002747125,GPL21078,bimodal
GSE77675,GSE77675_Old_vs_Young_isoforms_expression.txt.gz,0.9521961681645134,GPL9115,bimodal
GSE77769,GSE77769_RNA_diff_final.txt.gz,0.9667740084619862,GPL17021,anti-conservative
GSE77793,GSE77793_gene_exp_diff_fc_hepatocytes_DMSO_GL_TamerSallam_122012.txt.gz,0.9999940461100283,GPL13112,conservative
GSE77862,GSE77862_nhay_-_Alb-Cre.xlsx,0.999845993040459,GPL13112,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-0,0.9997130928904621,GPL16791,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-1,0.9996621242552576,GPL16791,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-2,0.9972771453237514,GPL16791,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-3,0.9968997024469279,GPL16791,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-4,0.999179572256795,GPL16791,conservative
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-5,0.9997846191234676,GPL16791,conservative
GSE78506,GSE78506_dmso_vs_ca_24Hour_geneExp.diff.gz,0.9511565938138302,GPL16791,conservative
GSE78527,GSE78527_siSNRNP40_siControl_processed.txt.gz,0.9999900970918957,GPL16791,conservative
GSE78711,GSE78711_gene.exp.all.txt.gz,0.8208693881126685,"GPL15520,GPL18573",anti-conservative
